Rank,Name,Genre,Platform,Publisher,Developer,Vgchartz_Score,Critic_Score,User_Score,Total_Shipped,Total_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Release_Date,Last_Update
593,Classic NES Series: Excitebike,,GBA,Nintendo,Nintendo,,,,,250000.0,110000.0,40000.0,100000.0,10000.0,2004-06-02 00:00:00,N/A
594,SRS: Street Racing Syndicate,,XB,Namco,Eutechnyx,,,,,240000.0,180000.0,50000.0,,10000.0,2004-08-31 00:00:00,N/A
595,Fuel,,PS3,Codemasters,Asobo Studios,,6.6,,,240000.0,80000.0,110000.0,0.0,40000.0,2009-06-02 00:00:00,N/A
596,Ride,,PS4,Milestone S.r.l.,Milestone S.r.l.,,,,,240000.0,40000.0,130000.0,30000.0,30000.0,2015-06-23 00:00:00,2018-04-24 00:00:00
597,Corvette,,XB,TDK Mediactive,Steel Monkeys,,,,,240000.0,180000.0,50000.0,,10000.0,2003-12-10 00:00:00,N/A
598,Burnout 2: Point of Impact,,XB,Acclaim Entertainment,Criterion Games,,,,,240000.0,180000.0,50000.0,,10000.0,2003-05-01 00:00:00,N/A
599,The Simpsons: Road Rage,,GC,Electronic Arts,Radical Entertainment,,6.0,,,240000.0,190000.0,50000.0,,10000.0,2001-12-17 00:00:00,N/A
600,NHRA Championship Drag Racing,,PS2,ValuSoft,Lucky Chicken,,,,,240000.0,120000.0,90000.0,,30000.0,2005-09-14 00:00:00,N/A
601,Monster Jam,,PS2,Activision,Torus Games,,,,,240000.0,120000.0,90000.0,,30000.0,2007-11-13 00:00:00,N/A
602,Driver '76,,PSP,Ubisoft,Sumo Digital,,5.5,,,240000.0,30000.0,140000.0,,70000.0,2007-05-08 00:00:00,N/A
603,Road Rash 64,,N64,THQ,Pacific Coast Power & Light,,,,,240000.0,190000.0,50000.0,,0.0,1999-08-31 00:00:00,N/A
604,Juiced 2: Hot Import Nights,,DS,THQ,Juice Games,,,,,240000.0,220000.0,0.0,,20000.0,2007-09-17 00:00:00,N/A
605,4X4 EVO 2,,XB,Gathering of Developers,Terminal Reality,,,,,240000.0,180000.0,50000.0,,10000.0,2001-11-14 00:00:00,N/A
606,XS Airboat Racing,,PS,XS Games,Miracle Designs,,,,,240000.0,130000.0,90000.0,,20000.0,2004-01-01 00:00:00,N/A
607,MX vs. ATV Reflex,,PSP,THQ,Rainbow Studio,,5.3,,,240000.0,180000.0,30000.0,,30000.0,2009-12-01 00:00:00,N/A
608,Jet Racing Extreme: The First Encounter,,PC,Real Dynamics,Real Dynamics,,,,240000.0,,,,,,2015-07-14 00:00:00,2019-02-03 00:00:00
609,NASCAR 08,,PS2,EA Sports,EA Tiburon,,,,,240000.0,120000.0,90000.0,,30000.0,2007-07-23 00:00:00,N/A
610,Jet X20,,PS2,Sony Computer Entertainment,Killer Game,,,,,230000.0,110000.0,90000.0,,30000.0,2002-10-28 00:00:00,N/A
611,NASCAR Thunder 2004,,XB,EA Sports,EA Tiburon,,,,,230000.0,180000.0,50000.0,,10000.0,2003-09-16 00:00:00,N/A
612,Mortifero Motus,,PC,Unknown,Unknown,,,,230000.0,,,,,,N/A,2019-02-20 00:00:00
613,Test Drive: Eve of Destruction,,PS2,Atari,Monster Games Inc.,,,,,230000.0,110000.0,90000.0,,30000.0,2004-08-25 00:00:00,N/A
614,Starsky & Hutch,,XB,Gotham Games,Minds-Eye Productions,,6.0,,,230000.0,170000.0,50000.0,,10000.0,2003-09-09 00:00:00,N/A
615,Jeremy McGrath Supercross World,,PS2,Acclaim Entertainment,Acclaim Entertainment,,,,,230000.0,110000.0,90000.0,,30000.0,2001-11-15 00:00:00,N/A
616,DiRT Showdown,,X360,Codemasters,Codemasters,7.2,,,,230000.0,80000.0,130000.0,,20000.0,2012-06-12 00:00:00,2018-10-29 00:00:00
617,M&M's Kart Racing,,Wii,DSI Games,FrontLine Studios,,,,,230000.0,210000.0,,,20000.0,2007-10-25 00:00:00,N/A
618,NASCAR 08,,PS3,EA Sports,EA Tiburon,,,,,230000.0,150000.0,50000.0,,30000.0,2007-07-23 00:00:00,N/A
619,TrackMania: Build to Race,,Wii,City Interactive,Firebrand Games,,7.0,,,230000.0,90000.0,110000.0,,20000.0,2011-03-15 00:00:00,N/A
620,Cars 2,,3DS,Disney Interactive Studios,Firebrand Games,,,,,230000.0,210000.0,,,20000.0,2011-11-01 00:00:00,N/A
621,The Italian Job,,PS2,Eidos Interactive,Climax Group,,,,,230000.0,110000.0,90000.0,,30000.0,2003-06-25 00:00:00,N/A
622,Hot Wheels: Beat That!,,DS,Activision,Eutechnyx,,,,,230000.0,210000.0,0.0,,20000.0,2007-11-06 00:00:00,N/A
623,Zombie Driver HD,,PC,Unknown,EXOR Studios,,,,230000.0,,,,,,N/A,2019-02-20 00:00:00
624,Need for Speed: Undercover,,DS,Electronic Arts,Firebrand Games,,,,,230000.0,180000.0,30000.0,,20000.0,2008-11-17 00:00:00,N/A
625,F1 2014,,X360,Codemasters,Codemasters Birmingham,,,,,230000.0,80000.0,130000.0,0.0,20000.0,2014-10-21 00:00:00,N/A
626,The Crew,,X360,Ubisoft,Ubisoft Reflections,,,,,230000.0,60000.0,150000.0,,20000.0,2014-12-02 00:00:00,2018-01-04 00:00:00
627,DiRT 4,,XOne,Deep Silver,Codemasters,,,,,230000.0,110000.0,100000.0,,20000.0,2017-06-06 00:00:00,2018-11-23 00:00:00
628,MotoGP 08,,PS2,Capcom,MileStone Inc.,,,,,220000.0,10000.0,0.0,,210000.0,2008-10-28 00:00:00,N/A
629,NASCAR 2011: The Game,,Wii,Activision,Eutechnyx,,4.3,,,220000.0,210000.0,,,10000.0,2011-05-24 00:00:00,N/A
630,Ford vs. Chevy,,PS2,Global Star Software,2K Games,,,,,220000.0,110000.0,90000.0,,30000.0,2005-11-09 00:00:00,N/A
631,Micro Machines: World Series,,PS4,Codemasters,Codemasters,,,,,220000.0,30000.0,160000.0,,30000.0,2017-06-30 00:00:00,2018-05-30 00:00:00
632,F1 2016,,XOne,Codemasters,Codemasters,,,,,220000.0,90000.0,120000.0,,20000.0,2016-08-19 00:00:00,2018-05-14 00:00:00
633,MotoGP 09/10,,PS3,Capcom,Monumental Games,7.2,7.0,,,220000.0,50000.0,130000.0,,40000.0,2010-03-23 00:00:00,N/A
634,ATV Quad Kings,,Wii,Zoo Digital Publishing,Zoo Games,,,,,220000.0,200000.0,,,10000.0,2009-08-04 00:00:00,N/A
635,Wreckless: ThE YaKuza MisSiOns,,PS2,Activision,Stealth Studios,,,,,220000.0,110000.0,80000.0,,30000.0,2002-11-13 00:00:00,N/A
636,Sports Car GT,,PS,Electronic Arts,Point of View,,,,,220000.0,120000.0,80000.0,,10000.0,1999-04-23 00:00:00,N/A
637,DiRT Rally,,XOne,Codemasters,Codemasters,,,,,210000.0,120000.0,80000.0,,20000.0,2016-04-05 00:00:00,N/A
638,TRON: Evolution - Battle Grids,,Wii,Disney Interactive Studios,n-Space,,,,,210000.0,170000.0,30000.0,,10000.0,2010-12-07 00:00:00,N/A
639,The Dukes of Hazzard: Return of the General Lee,,PS2,Ubisoft,Ratbag,,,,,210000.0,110000.0,80000.0,,30000.0,2004-09-28 00:00:00,N/A
640,Crash 'N' Burn,,PS2,Eidos Interactive,Climax Group,,,,,210000.0,110000.0,80000.0,,30000.0,2004-11-15 00:00:00,N/A
641,Speed Racer: The Videogame,,PS2,Warner Bros. Interactive,Sidhe Interactive,,,,,210000.0,100000.0,80000.0,,30000.0,2008-09-16 00:00:00,N/A
642,Wild Wild Racing,,PS2,Interplay,Rage Software,,,,,210000.0,100000.0,80000.0,,30000.0,2000-10-25 00:00:00,N/A
643,SBK X: Superbike World Championship,,PS3,Deep Silver,Milestone S.r.l,,,,,210000.0,50000.0,130000.0,,40000.0,2010-12-07 00:00:00,N/A
644,Baja: Edge of Control,,PS3,THQ,2XL Games,,5.0,,,210000.0,100000.0,80000.0,,30000.0,2008-09-22 00:00:00,N/A
645,Cruis'n Exotica,,N64,Midway Games,Gratuitous Games,,5.8,,,210000.0,170000.0,40000.0,,0.0,2000-10-16 00:00:00,N/A
646,SBK Superbike World Championship,,X360,Conspiracy Entertainment,Milestone,,,,,210000.0,60000.0,140000.0,,10000.0,2009-03-03 00:00:00,N/A
647,Rumble Racing,,PS2,Electronic Arts,Electronic Arts,,,,,210000.0,100000.0,80000.0,,30000.0,2001-04-23 00:00:00,N/A
648,Rollcage,,PS,Psygnosis,Attention To Detail,,,,,210000.0,120000.0,80000.0,,10000.0,1999-03-24 00:00:00,N/A
649,Wacky Races: Crash & Dash,,DS,Warner Bros. Interactive,Farmind Ltd,,,,,210000.0,190000.0,0.0,,10000.0,2008-06-17 00:00:00,N/A
650,NASCAR Heat 2002,,XB,Infogrames,Monster Games Inc.,,,,,200000.0,150000.0,40000.0,,10000.0,2001-11-14 00:00:00,N/A
651,Crazy Taxi 3: High Roller,,XB,Sega,Hitmaker,,,,,200000.0,140000.0,40000.0,20000.0,10000.0,2002-07-24 00:00:00,N/A
652,Midnight Club 3: DUB Edition Remix,,XB,Rockstar Games,Rockstar San Diego,,,,,200000.0,150000.0,40000.0,,10000.0,2006-03-13 00:00:00,N/A
653,Drift King Shutokou Battle '94,,SNES,BPS,Genki,,,,,200000.0,,,200000.0,,1994-05-27 00:00:00,N/A
654,Need for Speed Carbon: Own the City,,DS,Electronic Arts,EA Black Box,,,,,200000.0,170000.0,10000.0,,20000.0,2006-10-31 00:00:00,N/A
655,Saturday Night Speedway,,PS2,Atari,Ratbag,,,,,200000.0,100000.0,80000.0,,30000.0,2004-03-11 00:00:00,N/A
656,Le Mans 24 Hours,,PS2,Infogrames,Melbourne House Pty Ltd.,,,,,200000.0,90000.0,70000.0,20000.0,20000.0,2001-08-13 00:00:00,N/A
657,WRC: FIA World Rally Championship,,PS3,Unknown,Milestone S.r.l,,,,,200000.0,0.0,140000.0,10000.0,40000.0,N/A,N/A
658,Cars,,XB,THQ,Rainbow Studios,,,,,200000.0,150000.0,40000.0,,10000.0,2006-06-06 00:00:00,N/A
659,Spy Hunter,,GC,Midway Games,Point of View,,7.9,,,200000.0,160000.0,40000.0,,10000.0,2002-03-11 00:00:00,N/A
660,Monster Jam,,X360,Activision,Torus Games,,,,,200000.0,180000.0,0.0,,20000.0,2007-11-13 00:00:00,N/A
661,Speed Punks,,PS,Sony Computer Entertainment,Fucom,,,,,200000.0,110000.0,80000.0,,10000.0,2000-03-31 00:00:00,N/A
662,Roadsters 99,,N64,Titus,Unknown,,6.4,,,200000.0,60000.0,130000.0,,10000.0,1999-11-30 00:00:00,N/A
663,San Francisco Rush 2049,,N64,Midway Games,Midway Games,,,,,200000.0,160000.0,40000.0,,0.0,2000-09-07 00:00:00,N/A
664,South Park Rally,,N64,Acclaim Entertainment,Tantalus Interactive,,4.2,,,200000.0,160000.0,40000.0,,0.0,2000-02-29 00:00:00,N/A
665,IHRA Drag Racing 2004,,XB,Bethesda Softworks,Bethesda Softworks,,,,,200000.0,150000.0,40000.0,,10000.0,2003-12-01 00:00:00,N/A
666,Ford Racing Off Road,,PS2,Strategy First,Razorworks Studios,,,,,200000.0,100000.0,80000.0,,30000.0,2008-09-23 00:00:00,N/A
667,Project CARS 2,,XOne,Namco Bandai Games,Slightly Mad Studios,,,,,200000.0,10000.0,180000.0,,10000.0,2017-09-22 00:00:00,N/A
668,Ridge Racer 6,,X360,Namco,Namco,,7.9,,,200000.0,100000.0,20000.0,70000.0,10000.0,2005-11-17 00:00:00,N/A
669,Looney Tunes: Space Race,,PS2,Infogrames,Infogrames Melbourne,,,,,200000.0,100000.0,80000.0,,30000.0,2002-05-27 00:00:00,N/A
670,Baja: Edge of Control,,X360,THQ,2XL Games,,5.0,,,200000.0,120000.0,60000.0,,20000.0,2008-09-22 00:00:00,N/A
671,MotoGP 14,,PS4,Namco Bandai Games,Milestone S.r.l.,,,,,200000.0,50000.0,110000.0,,30000.0,2014-11-04 00:00:00,2018-11-03 00:00:00
672,Big Mutha Truckers 2,,PS2,THQ,Eutechnyx,,,,,200000.0,100000.0,70000.0,,30000.0,2005-08-23 00:00:00,N/A
673,Big Mutha Truckers,,XB,THQ,Eutechnyx,,,,,190000.0,150000.0,40000.0,,10000.0,2003-06-20 00:00:00,N/A
674,Nascar Unleashed,,3DS,Activision,Activision,,,,,190000.0,180000.0,,,20000.0,2011-11-01 00:00:00,N/A
675,Need for Speed: The Run,,3DS,Electronic Arts,Firebrand Games,,,,,190000.0,90000.0,90000.0,,20000.0,2011-11-15 00:00:00,N/A
676,BARRIER X,,PC,Unknown,Noclip,,,,190000.0,,,,,,N/A,2019-02-28 00:00:00
677,Hot Wheels: Track Attack,,Wii,THQ,THQ,,,,,190000.0,140000.0,40000.0,,10000.0,2010-11-23 00:00:00,N/A
678,Re-Volt,,PS,Acclaim Entertainment,Probe Entertainment Limited,,,,,190000.0,110000.0,70000.0,,10000.0,1999-07-31 00:00:00,N/A
679,Test Drive Unlimited 2,,PC,Atari,Eden Studios,,6.7,,,190000.0,50000.0,110000.0,,30000.0,2011-02-08 00:00:00,N/A
680,IHRA Professional Drag Racing 2005,,PS2,Bethesda Softworks,Bethesda Softworks,,,,,190000.0,90000.0,70000.0,,20000.0,2004-11-09 00:00:00,N/A
681,Driver: San Francisco,,PC,Ubisoft,Ubisoft Reflections,,8.3,,,190000.0,60000.0,100000.0,,30000.0,2011-09-27 00:00:00,N/A
682,Jeep Thrills,,Wii,DSI Games,Game Sauce,,,,,190000.0,170000.0,0.0,,10000.0,2008-10-14 00:00:00,N/A
683,SBK X: Superbike World Championship,,X360,Deep Silver,Milestone S.r.l,,,,,190000.0,100000.0,70000.0,,20000.0,2010-12-07 00:00:00,N/A
684,Nascar Unleashed,,Wii,Activision,Activision,,,,,190000.0,170000.0,,,20000.0,2011-11-01 00:00:00,N/A
685,GRID: Autosport,,PS3,Codemasters,Codemasters,,,,,190000.0,50000.0,100000.0,10000.0,30000.0,2014-06-24 00:00:00,2018-11-04 00:00:00
686,Sega GT 2002,,XB,Sega,Wow Entertainment,,,,,190000.0,120000.0,30000.0,30000.0,10000.0,2002-09-02 00:00:00,N/A
687,Need for Speed: Shift 2 Unleashed,,PC,Electronic Arts,Slightly Mad Studios,,8.6,,,190000.0,50000.0,110000.0,,30000.0,2011-03-29 00:00:00,N/A
688,Hot Wheels: Battle Force 5,,Wii,Activision,Sidhe Interactive,,,,,190000.0,170000.0,0.0,,10000.0,2009-11-17 00:00:00,N/A
689,F1 2017,,XOne,Deep Silver,Codemasters,,,,,190000.0,40000.0,130000.0,,10000.0,2017-08-25 00:00:00,2018-05-23 00:00:00
690,Cars: Race-O-Rama,,PS3,THQ,Rainbow Studios,,,,,180000.0,140000.0,30000.0,,20000.0,2009-10-13 00:00:00,N/A
691,F1 2011,,PC,Codemasters,Codemasters Birmingham,,8.1,,,180000.0,,150000.0,,40000.0,2011-09-19 00:00:00,N/A
692,Driving Emotion Type-S,,PS2,Square,Escape,,,,,180000.0,40000.0,30000.0,110000.0,10000.0,2001-01-29 00:00:00,N/A
693,Ridge Racer,,PSV,Namco Bandai Games,Namco Bandai Games / Celius,,,,,180000.0,30000.0,80000.0,50000.0,20000.0,2012-03-13 00:00:00,N/A
694,MotoGP 15,,PS4,Milestone S.r.l.,Milestone S.r.l.,,,,,180000.0,,130000.0,40000.0,20000.0,2015-06-24 00:00:00,2018-04-24 00:00:00
695,MotoGP,,Wii,Capcom,MileStone Inc.,,,,,180000.0,50000.0,110000.0,,20000.0,2009-03-24 00:00:00,N/A
696,Test Drive Off-Road Wide Open,,XB,Infogrames,Rockstar San Diego,,,,,180000.0,150000.0,30000.0,,10000.0,2001-11-14 00:00:00,N/A
697,Tokyo Xtreme Racer DRIFT,,PS2,Crave Entertainment,Genki,,,,,180000.0,90000.0,70000.0,,20000.0,2006-04-18 00:00:00,N/A
698,Re-Volt,,N64,Acclaim Entertainment,Probe Entertainment Limited,,,,,180000.0,140000.0,40000.0,,0.0,1999-07-31 00:00:00,N/A
699,World of Outlaws: Sprint Cars,,X360,THQ,Big Ant Studios,,,,,180000.0,170000.0,,,10000.0,2010-02-09 00:00:00,N/A
700,F1 Challenge,,SAT,Virgin Interactive,Bell Corporation,,,,,180000.0,,,180000.0,0.0,1996-01-01 00:00:00,N/A
701,DiRT Showdown,,PS3,Codemasters,Codemasters,,,,,180000.0,20000.0,120000.0,,30000.0,2012-06-12 00:00:00,2018-10-29 00:00:00
702,American Chopper 2: Full Throttle,,PS2,Activision,Creat Studio,,,,,180000.0,90000.0,70000.0,,20000.0,2005-11-20 00:00:00,N/A
703,Burnout Legends,,DS,Electronic Arts,Visual Impact,,3.8,,,180000.0,150000.0,20000.0,,10000.0,2005-11-29 00:00:00,N/A
704,Full Auto 2: Battlelines,,PS3,Sega,Pseudo Interactive,,6.7,,,180000.0,140000.0,20000.0,,20000.0,2006-12-07 00:00:00,N/A
705,Monster 4x4: Stunt Racer,,Wii,Ubisoft,Ubisoft Reflections,,,,,180000.0,160000.0,0.0,,10000.0,2009-10-27 00:00:00,N/A
706,Juiced,,XB,THQ,Juice Games,,,,,180000.0,130000.0,40000.0,,10000.0,2005-06-13 00:00:00,N/A
707,Sonic Riders: Zero Gravity,,PS2,Sega,Sonic Team,,,,,180000.0,90000.0,70000.0,,20000.0,2008-01-08 00:00:00,N/A
708,Race Pro,,X360,Atari,SimBin,,,,,170000.0,60000.0,90000.0,,20000.0,2009-02-17 00:00:00,N/A
709,Survivalist,,PC,Unknown,Bob the Game Development Bot,,,,170000.0,,,,,,N/A,2019-03-09 00:00:00
710,MX World Tour Featuring Jamie Little,,PS2,Crave Entertainment,Impulse Games,,,,,170000.0,80000.0,70000.0,,20000.0,2005-04-06 00:00:00,N/A
711,Pursuit Force: Extreme Justice,,PSP,Sony Computer Entertainment,Bigbig Studios,,7.4,,,170000.0,70000.0,70000.0,,30000.0,2008-01-29 00:00:00,N/A
712,Ridge Racer Unbounded,,PS3,Namco Bandai Games,Bugbear Entertainment,,,,,170000.0,50000.0,90000.0,,30000.0,2012-03-27 00:00:00,N/A
713,MotoGP 10/11,,PS3,Capcom,Monumental Games,,6.0,,,170000.0,40000.0,100000.0,,30000.0,2011-03-15 00:00:00,N/A
714,Tokyo Xtreme Racer,,DC,Crave Entertainment,Genki,,,,,170000.0,,,170000.0,0.0,1999-08-31 00:00:00,N/A
715,World Driver Championship,,N64,Midway Games,Boss Game Studios,,,,,170000.0,140000.0,30000.0,,0.0,1999-05-31 00:00:00,N/A
716,MotoGP 09/10,,X360,Capcom,Monumental Games,7.2,7.0,,,170000.0,70000.0,90000.0,,20000.0,2010-03-23 00:00:00,N/A
717,Hot Wheels: Beat That!,,X360,Activision,Eutechnyx,,,,,170000.0,150000.0,0.0,,10000.0,2007-09-26 00:00:00,N/A
718,MXGP 3: The Official Motocross Videogame,,PS4,Milestone,Milestone,,,,,170000.0,60000.0,80000.0,,30000.0,2017-06-20 00:00:00,2018-06-25 00:00:00
719,F1 2014,,PC,Codemasters,Codemasters Birmingham,,,,170000.0,,,,,,2014-10-21 00:00:00,N/A
720,NickToons Racing,,PS,Hasbro Interactive,Software Creations,,,,,170000.0,90000.0,60000.0,,10000.0,2001-09-07 00:00:00,N/A
721,Off-World Interceptor Extreme,,PS,Crystal Dynamics,Crystal Dynamics,,,,,170000.0,90000.0,60000.0,,10000.0,1995-09-29 00:00:00,N/A
722,Pursuit Force,,PSP,Sony Computer Entertainment,Bigbig Studios,,7.4,,,170000.0,140000.0,10000.0,,20000.0,2006-03-07 00:00:00,N/A
723,TT Isle of Man: Ride on the Edge,,PS4,Big Ben Interactive,Kylotonn,,,,,170000.0,50000.0,90000.0,,30000.0,2018-03-06 00:00:00,2018-03-07 00:00:00
724,RC Revenge Pro,,PS2,Acclaim Entertainment,Acclaim Entertainment,,,,,170000.0,80000.0,60000.0,,20000.0,2001-01-16 00:00:00,2018-05-09 00:00:00
725,F1 2018,,XOne,Codemasters,Codemasters Birmingham,,,,,170000.0,50000.0,100000.0,,10000.0,2018-08-24 00:00:00,2018-09-26 00:00:00
726,Matchbox Cross Town Heroes,,GBA,THQ,Magellan Interactive,,,,,170000.0,120000.0,40000.0,,0.0,2002-07-14 00:00:00,N/A
727,NASCAR '14,,X360,Deep Silver,Eutechnyx,,,,,170000.0,150000.0,,,20000.0,2014-02-18 00:00:00,2018-11-04 00:00:00
728,Driver: San Francisco,,Wii,Ubisoft,Ubisoft Reflections,,7.0,,,170000.0,60000.0,90000.0,,20000.0,2011-09-06 00:00:00,N/A
729,F1 2011,,3DS,Codemasters,Codemasters,,5.5,,,170000.0,70000.0,90000.0,,10000.0,2011-12-06 00:00:00,N/A
730,FlatOut,,XB,Empire Interactive,Bugbear Entertainment,,,,,170000.0,120000.0,40000.0,,10000.0,2005-07-12 00:00:00,N/A
731,Ride 2,,PS4,Milestone S.r.l,Milestone S.r.l.,,,,,160000.0,70000.0,60000.0,10000.0,30000.0,2017-02-14 00:00:00,2018-06-25 00:00:00
732,Vehicular Combat League presents Motor Mayhem,,PS2,Atari,Beyond Games,,,,,160000.0,80000.0,60000.0,,20000.0,2001-06-20 00:00:00,N/A
733,High On Racing,,PC,Unknown,SilentFuture,,,,160000.0,,,,,,N/A,2019-03-16 00:00:00
734,Star Wars: Super Bombad Racing,,PS2,LucasArts,Lucas Learning,,,,,160000.0,80000.0,60000.0,,20000.0,2001-04-23 00:00:00,N/A
735,Hot Wheels Velocity X,,GBA,THQ,Saffire Corporation,,5.2,,,160000.0,120000.0,40000.0,,0.0,2002-10-31 00:00:00,N/A
736,F1 Championship Season 2000,,PS2,Electronic Arts,EA Sports,,,,,160000.0,60000.0,50000.0,30000.0,20000.0,2000-12-19 00:00:00,N/A
737,Monster Jam,,Wii,Activision,Torus Games,,,,,160000.0,150000.0,0.0,,10000.0,2007-11-19 00:00:00,N/A
738,Hot Wheels World Race,,GC,THQ,Climax Group,,,,,160000.0,130000.0,30000.0,,0.0,2003-10-31 00:00:00,N/A
739,N2O: Nitrous Oxide,,PS,Fox Interactive,Gremlin Interactive,,,,,160000.0,90000.0,60000.0,,10000.0,1998-06-30 00:00:00,N/A
740,Crash Tag Team Racing,,GC,VU Games,Radical Entertainment,,,,,160000.0,120000.0,30000.0,,0.0,2005-10-19 00:00:00,N/A
741,NASCAR Heat 2002,,GBA,Infogrames,Crawfish Interactive,,,,,160000.0,120000.0,40000.0,,0.0,2002-05-06 00:00:00,N/A
742,California Speed,,N64,Midway Games,Atari Games,,,,,160000.0,130000.0,30000.0,,0.0,1999-02-28 00:00:00,N/A
743,Destruction Derby 64,,N64,THQ,Looking Glass Studios,,,,,160000.0,130000.0,30000.0,,0.0,1999-09-30 00:00:00,N/A
744,Hydro Thunder,,N64,Midway Games,Eurocom Entertainment Software,,,,,160000.0,130000.0,30000.0,,0.0,2000-02-29 00:00:00,N/A
745,WRC 2: FIA World Rally Championship,,PS3,Ubisoft,Milestone S.r.l,,,,,160000.0,,130000.0,,30000.0,2011-10-14 00:00:00,N/A
746,FlatOut 2,,PS2,Vivendi Games,Bugbear Entertainment,,,,,160000.0,80000.0,60000.0,,20000.0,2006-08-01 00:00:00,N/A
747,Konami Krazy Racers,,GBA,Konami,KCEK,,7.7,,,160000.0,90000.0,30000.0,40000.0,0.0,2001-06-10 00:00:00,N/A
748,F-Zero: GP Legend,,GBA,Nintendo,Suzak,,7.1,,,160000.0,110000.0,40000.0,,0.0,2004-09-20 00:00:00,N/A
749,Racing Lagoon - High Speed Driving RPG,,PS,Square,SquareSoft,,,,,160000.0,,,150000.0,10000.0,1999-06-10 00:00:00,N/A
750,MX 2002 Featuring Ricky Carmichael,,GBA,THQ,Tiertex Design Studios,,,,,160000.0,110000.0,40000.0,,0.0,2001-09-15 00:00:00,N/A
751,Street Racer,,PS,Ubisoft,Vivid Image,,,,,160000.0,90000.0,60000.0,,10000.0,1996-10-31 00:00:00,N/A
752,Polaris SnoCross,,PS,Vatical Entertainment,Vicarious Visions,,,,,160000.0,90000.0,60000.0,,10000.0,2000-08-29 00:00:00,N/A
753,Muppet RaceMania,,PS,Midway Games,Traveller's Tales,,,,,150000.0,90000.0,60000.0,,10000.0,2000-10-03 00:00:00,N/A
754,Courier Crisis,,PS,GT Interactive,New Level Software,,,,,150000.0,90000.0,60000.0,,10000.0,1997-11-30 00:00:00,N/A
755,Driven,,PS2,BAM! Entertainment,BAM! Entertainment,,,,,150000.0,80000.0,60000.0,,20000.0,2001-11-06 00:00:00,N/A
756,Hot Wheels: Battle Force 5,,DS,Activision,Sidhe Interactive,,,,,150000.0,120000.0,20000.0,,10000.0,2009-11-17 00:00:00,N/A
757,Burnout 2: Point of Impact,,GC,Acclaim Entertainment,Criterion Games,,,,,150000.0,120000.0,30000.0,,0.0,2003-04-09 00:00:00,N/A
758,Paris-Dakar Rally,,PS2,Acclaim Entertainment,Broadsword Interactive,,,,,150000.0,80000.0,60000.0,,20000.0,2001-10-09 00:00:00,N/A
759,XGIII: Extreme G Racing,,GC,Acclaim Entertainment,Acclaim Studios Cheltenham,,8.6,,,150000.0,120000.0,30000.0,,0.0,2001-11-27 00:00:00,N/A
760,American Chopper,,XB,Activision,Creat Studio,,,,,150000.0,110000.0,30000.0,,10000.0,2004-12-03 00:00:00,N/A
761,Cars: Race-O-Rama,,X360,THQ,Rainbow Studios,,,,,150000.0,140000.0,10000.0,,10000.0,2009-10-13 00:00:00,N/A
762,Streak: Hoverboard Racing,,PS,GT Interactive,SingleTrac,,,,,150000.0,90000.0,60000.0,,10000.0,1998-10-31 00:00:00,N/A
763,Enthusia Professional Racing,,PS2,Konami,Konami,,,,,150000.0,70000.0,60000.0,,20000.0,2005-05-03 00:00:00,N/A
764,Bigfoot: Collision Course,,DS,Zoo Digital Publishing,Destination Software,,,,,150000.0,140000.0,,,10000.0,2009-01-09 00:00:00,N/A
765,Felony 11-79,,PS,ASCII Entertainment,Climax Entertainment,,,,,150000.0,,,150000.0,,1997-08-31 00:00:00,N/A
766,Organ Biker,,PC,Unknown,Screeching Wizard,,,,150000.0,,,,,,N/A,2019-03-23 00:00:00
767,F1 2001,,PS2,EA Sports,Electronic Arts UK,,,,,150000.0,70000.0,60000.0,,20000.0,2001-10-01 00:00:00,N/A
768,Ben 10 Galactic Racing,,3DS,D3 Publisher,Monkey Bar Games,,,,,150000.0,70000.0,70000.0,,10000.0,2011-10-25 00:00:00,N/A
769,Full Auto,,X360,Sega,Pseudo Interactive,,7.0,,150000.0,,,,,,2006-02-14 00:00:00,N/A
770,The Crew,,PC,Ubisoft,Ubisoft Reflections,,,,,150000.0,,140000.0,,10000.0,2014-12-02 00:00:00,2018-01-04 00:00:00
771,Ford Racing 2,,XB,Gotham Games,Razorworks Studios,,,,,150000.0,110000.0,30000.0,,10000.0,2003-11-03 00:00:00,N/A
772,NASCAR Heat Evolution,,PS4,Dusenberry Martin Racing,Monster Games,,,,,150000.0,120000.0,,,30000.0,2016-09-13 00:00:00,N/A
773,187: Ride or Die,,PS2,Ubisoft,Ubisoft Paris,,,,,150000.0,70000.0,60000.0,,20000.0,2005-08-23 00:00:00,N/A
774,Ridge Racer DS,,DS,Namco,Nintendo Software Technology Corporation,,6.3,,,150000.0,140000.0,0.0,,10000.0,2004-12-07 00:00:00,N/A
775,DiRT 3,,PC,Codemasters,Codemasters,,9.0,,,150000.0,,130000.0,,20000.0,2011-05-24 00:00:00,N/A
776,Gear.Club Unlimited,,NS,Microids,Eden Games,,6.1,,,150000.0,100000.0,30000.0,10000.0,10000.0,2017-11-21 00:00:00,2018-01-07 00:00:00
777,Toy Story Racer,,PS,Activision,Traveller's Tales,,,,,150000.0,80000.0,60000.0,,10000.0,2001-03-05 00:00:00,N/A
