Rank,Name,Genre,Platform,Publisher,Developer,Vgchartz_Score,Critic_Score,User_Score,Total_Shipped,Total_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Release_Date,Last_Update
2249,Red Baron II,,PC,Sierra Entertainment,Dynamix,,,,,,,,,,1997-11-30 00:00:00,N/A
2250,Red Baron Pack,,PC,Dynamix,Dynamix,,,,,,,,,,1998-10-31 00:00:00,N/A
2251,Reef Aquarium,,PSN,Biart Design Studio,Biart Design Studio,,,,,,,,,,2010-04-29 00:00:00,N/A
2252,Remnant,,Lynx,Songbird Productions,Songbird Productions,,,,,,,,,,2000-01-01 00:00:00,N/A
2253,Retro Cave Flyer,,PSN,Big Head Games,Big Head Games Ltd.,,,,,,,,,,2010-02-24 00:00:00,N/A
2254,Riding Academy,,DS,Eidos Interactive,DTP Entertainment,,,,,,,,,,2008-11-14 00:00:00,N/A
2255,Riding Academy 2,,DS,Unknown,TBA,,,,,,,,,,N/A,N/A
2256,RiftSpace,,PC,Unknown,StarWraith 3D Games,,,,,,,,,,N/A,N/A
2257,Rig N' Roll,,PC,Unknown,Unknown,,,,,,,,,,N/A,N/A
2258,Rise of Flight: The First Great Air War,,PC,Unknown,neoqb,,,,,,,,,,2009-06-29 00:00:00,N/A
2259,Roommate: Ryouko in Summer Vacation,,SAT,Datam Polystar,Datam Polystar,,,,,,,,,,1997-09-25 00:00:00,N/A
2260,Ropeway Simulator 2014,,PC,astragon Software GmbH,Z-Software,,,,,,,,,,2014-06-25 00:00:00,N/A
2261,Ruins,,MS,Unknown,Cardboard Computer,,,,,,,,,,N/A,N/A
2262,Ruins,,PC,Unknown,Cardboard Computer,,,,,,,,,,N/A,N/A
2263,Sail Simulator 5,,PC,Iceberg Interactive,VSTEP,,,,,,,,,,2010-02-26 00:00:00,N/A
2264,Sakamoto Ryouma: Ishin Kaikoku,,SAT,KID,KID Corporation,,,,,,,,,,1998-01-29 00:00:00,N/A
2265,Sakana to Asobou! Aquazone DS - Kaisuigyo,,DS,GungHo Online Entertainment,GungHo Online Entertainment,,,,,,,,,,2008-03-27 00:00:00,N/A
2266,Sally's Salon,,PC,GamesCafe,"GamesCafe, Inc.",,,,,,,,,,2007-07-25 00:00:00,N/A
2267,Sandy Beach,,WW,Konami,Konami,,,,,,,,,,2009-01-05 00:00:00,N/A
2268,Scramble Cobra,,3DO,Panasonic Interactive Media,Genki,,,,,,,,,,1995-01-01 00:00:00,N/A
