Rank,Name,Genre,Platform,Publisher,Developer,Vgchartz_Score,Critic_Score,User_Score,Total_Shipped,Total_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Release_Date,Last_Update
1368,Maji-Kyun! Renaissance,,PSV,Broccoli,Unknown,,,,,20000.0,,,20000.0,,2016-09-21 00:00:00,N/A
1369,Cross Channel: In Memory of All People,,X360,CyberFront,KID Corporation,,,,,20000.0,,,20000.0,,2011-04-14 00:00:00,N/A
1370,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,,PSP,Prototype,Visual Arts,,,,,20000.0,,,20000.0,,2010-06-03 00:00:00,N/A
1371,Are You Alice?,,PSP,Idea Factory,Idea Factory,,,,,20000.0,,,20000.0,,2011-04-07 00:00:00,N/A
1372,Okashi na Shima no Peter Pan: Sweet Never Land,,PSP,Quinrose,QuinRose,,,,,20000.0,,,20000.0,,2011-10-06 00:00:00,N/A
1373,Syberia III,,XOne,Microids,Unknown,,,,,20000.0,20000.0,,,0.0,2017-04-25 00:00:00,2018-08-12 00:00:00
1374,Gift: Prism,,PS2,Sweets,Moonstone,,,,,20000.0,,,20000.0,,2006-10-19 00:00:00,N/A
1375,Inkheart,,DS,DreamCatcher Interactive,The Adventure Company,,,,,20000.0,20000.0,,,0.0,2009-01-12 00:00:00,N/A
1376,Captain Morgane and the Golden Turtle,,PS3,Reef Entertainment,WizarBox,,,,,20000.0,,20000.0,,0.0,2012-02-03 00:00:00,N/A
1377,Vitamin Z Revolution,,PSP,D3 Publisher,HuneX,,,,,20000.0,,,20000.0,,2010-03-25 00:00:00,N/A
1378,Aria: The Origination ~Aoi Wakusei no El Cielo~,,PS2,Alchemist,Regista,,,,,20000.0,,,20000.0,,2008-06-26 00:00:00,N/A
1379,Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,,PS2,Marvelous Interactive,Marvelous Interactive,,,,,20000.0,,,20000.0,,2007-02-15 00:00:00,N/A
1380,Suzumiya Haruhi no Heiretsu,,Wii,Sega,Sega,,,,,20000.0,,,20000.0,,2009-03-26 00:00:00,N/A
1381,Nanatsuiro * Drops Pure!!,,PS2,Media Works,UNiSONSHIFT,,,,,20000.0,,,20000.0,,2007-09-20 00:00:00,N/A
1382,Ghost Pirates of Vooju Island,,PC,DTP Entertainment,Autumn Moon,,,,,20000.0,,20000.0,,0.0,2009-11-06 00:00:00,N/A
1383,Zero Escape The Nonary Games,,PSV,Aksys Games,Spike Chunsoft,,,,,20000.0,10000.0,,10000.0,0.0,2017-03-24 00:00:00,2018-09-19 00:00:00
1384,L.A. Noire: The Complete Edition,,PS3,Rockstar Games,Rockstar Leeds,,,,,20000.0,,20000.0,,10000.0,2011-11-15 00:00:00,N/A
1385,Dynamic Chord feat. Reve Parfait: V Edition,,PSV,honeybee,Unknown,,,,,20000.0,,,20000.0,,2016-09-29 00:00:00,2018-02-21 00:00:00
1386,Vampire Mansion: Linda Hyde,,DS,Unknown,Easy Interactive,,,,,20000.0,,20000.0,,0.0,2011-09-01 00:00:00,N/A
1387,Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,,PS2,Minato Station,Minato Station,,,,,20000.0,,,20000.0,,2008-03-27 00:00:00,N/A
1388,American McGee presents ScrapLand,,XB,Enlight,Mercury Steam Entertainment,,,,,20000.0,20000.0,0.0,,0.0,2005-02-28 00:00:00,N/A
1389,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,,PSP,KOEI,Koei,,,,,20000.0,,,20000.0,,2009-03-19 00:00:00,N/A
1390,D.Gray-man: Sousha no Shikaku,,PS2,Konami,Konami,,,,,20000.0,,,20000.0,,2008-09-11 00:00:00,N/A
1391,Ookami to Koushinryou: Omiowataru Kaze,,DS,ASCII Media Works,ASCII Media Works,,,,,20000.0,,,20000.0,,2009-09-17 00:00:00,N/A
1392,ABZU,,XOne,505 Games,Giant Squid Studios,,,,,20000.0,20000.0,,,0.0,2017-01-31 00:00:00,2018-08-01 00:00:00
1393,School Days LxH,,PS2,Interchannel,0verflow,,,,,20000.0,,,20000.0,,2008-01-17 00:00:00,N/A
1394,Yuukyuu no Tierblade: Lost Chronicle,,PSV,Idea Factory,Unknown,,,,,20000.0,,,20000.0,,2016-09-08 00:00:00,N/A
1395,Neo Angelique,,PS2,KOEI,Koei,,,,,20000.0,,,20000.0,,2006-03-04 00:00:00,N/A
1396,Chaos;Head Noah,,PSP,5pb,Genterprise,,,,,20000.0,,,20000.0,,2010-06-24 00:00:00,N/A
1397,Akogare Girls Collection: Pika Pika Nurse Monogatari - Shounika Haitsumo Oosawagi,,DS,Nippon Columbia,Nippon Columbia,,,,,20000.0,,,20000.0,,2016-11-10 00:00:00,2018-08-03 00:00:00
1398,Geten no Hana with Yume Akari: Aizouban,,PSV,Tecmo Koei,Unknown,,,,,20000.0,,,20000.0,,2016-09-08 00:00:00,N/A
1399,Princess Saver! Eternal Love for My Lady,,PS2,Comfort,Ricotta,,,,,20000.0,,,20000.0,,2010-01-28 00:00:00,N/A
1400,Twinkle * Crusaders GoGo!,,PSP,ASCII Media Works,ASCII Media Works,,,,,20000.0,,,20000.0,,2010-09-30 00:00:00,N/A
1401,Ceville,,PC,Kalypso,Realmforge Studios,,9.0,,,20000.0,,20000.0,,0.0,2009-04-09 00:00:00,N/A
1402,Broken Sword 5: The Serpent's Curse,,XOne,Revolution Software,Revolution Software,,,,,20000.0,,20000.0,,0.0,2015-09-04 00:00:00,2018-08-13 00:00:00
1403,Natalie Brooks: Mystery at Hillcrest High,,DS,Licensed 4U,"Alawar Entertainment, Inc.",,,,,20000.0,,20000.0,,0.0,2012-04-06 00:00:00,2019-05-03 00:00:00
1404,Hoshiori Yume Mirai: Converted Edition,,PSV,Prototype,Unknown,,,,,20000.0,,,20000.0,,2016-08-10 00:00:00,N/A
1405,428: Fuusa Sareta Shibuya de,,PS3,Spike,ChunSoft,,,,,20000.0,,,20000.0,,2009-09-03 00:00:00,N/A
1406,Zathura,,XB,2K Games,High Voltage Software,,,,,20000.0,20000.0,0.0,,0.0,2005-11-02 00:00:00,N/A
1407,Happiness! De-Lucks,,PS2,Marvelous Interactive,Marvelous Interactive,,,,,20000.0,,,20000.0,,2007-01-25 00:00:00,N/A
1408,Yunohana Spring! Cherishing Time,,PSV,Idea Factory,Idea Factory,,,,,20000.0,,,20000.0,,2016-09-15 00:00:00,N/A
1409,Doki Majo Plus,,DS,SNK Playmore,SNK Playmore Corporation,,,,,20000.0,,,20000.0,,2009-07-30 00:00:00,N/A
1410,Love Once: Mermaid's Tears,,PS3,Unknown,Silicon Studio,,,,,20000.0,,,20000.0,,2011-02-24 00:00:00,N/A
1411,Dream Chronicles,,DS,Zoo Games,Kat Games,,,,,20000.0,20000.0,,,0.0,2010-03-02 00:00:00,N/A
1412,Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,,PSP,Quinrose,QuinRose,,,,,20000.0,,,20000.0,,2011-07-28 00:00:00,N/A
1413,Casper's Scare School: Classroom Capers,,DS,Crave Entertainment,Nikitova Games,,,,,20000.0,20000.0,0.0,,0.0,2010-10-26 00:00:00,N/A
1414,Akai Ito DS,,DS,Alchemist,Alchemist,,,,,20000.0,,,20000.0,,2008-12-25 00:00:00,N/A
1415,Natsuiro no Sunadokei,,PS2,Princess Soft,Princess Soft,,,,,20000.0,,,20000.0,,2002-05-30 00:00:00,N/A
1416,Koisuru Otome to Shugo no Tate: The Shield of AIGIS,,PS2,Alchemist,Alchemist,,,,,20000.0,,,20000.0,,2008-11-20 00:00:00,N/A
1417,Moujuutsukai to Oujisama Portable,,PSP,Idea Factory,Idea Factory,,,,,20000.0,,,20000.0,,2011-06-30 00:00:00,N/A
1418,Indigo Prophecy,,PC,Atari,Quantic Dream,,,,,20000.0,,20000.0,,0.0,2005-10-02 00:00:00,N/A
1419,Otome wa Oanesama Boku ni Koi Shiteru Portable,,PSP,Alchemist,Alchemist,,,,,20000.0,,,20000.0,,2010-04-29 00:00:00,N/A
1420,Kuon,,PS2,Agetec,From Software,,,,,20000.0,10000.0,10000.0,,0.0,2004-12-07 00:00:00,N/A
1421,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,,PS3,Alchemist,Alchemist,,,,,20000.0,,,20000.0,,2010-12-16 00:00:00,N/A
1422,Minecraft: Story Mode - Season Two,,PC,Telltale Games,Telltale Games,,,,,20000.0,,20000.0,,0.0,2017-09-19 00:00:00,2018-08-07 00:00:00
1423,Carmen Sandiego: The Secret of the Stolen Drums,,GC,BAM! Entertainment,Artificial Mind and Movement,,,,,20000.0,20000.0,0.0,,0.0,2004-09-13 00:00:00,N/A
1424,Dragon's Lair,,DS,Destineer,United Coders,,,,,20000.0,20000.0,,,0.0,2010-11-16 00:00:00,N/A
1425,I Doll U,,PSV,Idea Factory,Idea Factory,,,,,20000.0,,,20000.0,,2015-07-16 00:00:00,N/A
1426,Ryu-Koku,,PS2,KID,KID Corporation,,,,,20000.0,,,20000.0,,2006-09-21 00:00:00,N/A
1427,GunParade Orchestra: Midori no Shou,,PS2,Sony Computer Entertainment,Alfa System,,,,,20000.0,,,20000.0,,2006-03-30 00:00:00,N/A
1428,Grey's Anatomy: The Video Game,,PC,Ubisoft,Longtail Studios,,,,,20000.0,,20000.0,,0.0,2009-03-04 00:00:00,N/A
1429,PriministAr,,PSV,Entergram,Unknown,,,,,20000.0,,,20000.0,,2016-09-29 00:00:00,N/A
1430,Grisaia no Rakuen: Le Eden de la Grisaia,,PSV,Prototype,Prototype,,,,,20000.0,,,20000.0,,2014-12-11 00:00:00,N/A
1431,Higurashi Daybreak Portable Mega Edition,,PSP,Alchemist,Alchemist,,,,,20000.0,,,20000.0,,2009-11-26 00:00:00,N/A
1432,Agatha Christie: The ABC Murders,,PC,Microids,Artefacts Studios,,,,,20000.0,,20000.0,,0.0,2016-02-23 00:00:00,2018-08-01 00:00:00
1433,Plastic Memories,,PSV,5pb,Unknown,,,,,20000.0,,,20000.0,,2016-10-13 00:00:00,N/A
1434,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",,PSP,Idea Factory,Idea Factory,,,,,20000.0,,,20000.0,,2010-11-11 00:00:00,N/A
1435,Kaleidoeve,,PSV,HuneX,HuneX,,,,,20000.0,,,20000.0,,2015-01-22 00:00:00,N/A
1436,Gekka Ryouran Romance,,PSP,Idea Factory,Idea Factory,,,,,20000.0,,,20000.0,,2011-09-15 00:00:00,N/A
1437,Ore no Yome: Anata Dake no Hanayome,,X360,Idea Factory,Lupinus,,,,,20000.0,,,20000.0,,2010-10-28 00:00:00,N/A
1438,Tale of a Hero,,PC,Daedalic,Future Games,,,,,20000.0,,20000.0,,0.0,2010-08-31 00:00:00,N/A
1439,Final Approach 2: 1st Priority,,PS2,Princess Soft,Princess Soft,,,,,20000.0,,,20000.0,,2008-02-28 00:00:00,N/A
1440,Back to the Future: The Game,,X360,Telltale Games,Telltale Games,,,,,20000.0,20000.0,0.0,,0.0,2015-10-13 00:00:00,2018-04-23 00:00:00
1441,Moujuutsukai to Oujisama: Snow Bride,,PS2,Idea Factory,Idea Factory,,,,,20000.0,,,20000.0,,2011-02-24 00:00:00,N/A
1442,Meitantei Evangelion,,PS2,Broccoli,Headlock,,,,,20000.0,,,20000.0,,2007-01-18 00:00:00,N/A
1443,Tsuyo Kiss 2 Portable,,PSP,Unknown,NetRevo,,,,,20000.0,,,20000.0,,2010-10-28 00:00:00,N/A
1444,Overlord,,PC,Codemasters,Triumph Studios,,,,,20000.0,,20000.0,,0.0,2007-06-26 00:00:00,N/A
1445,Brain Dead 13,,PS,ReadySoft,ReadySoft,,,,,20000.0,10000.0,10000.0,,0.0,1996-03-06 00:00:00,N/A
1446,Mata Hari: Betrayal is only a Kiss Away,,PC,Viva Media,Cranberry Production,,,,,20000.0,,20000.0,,0.0,2009-06-01 00:00:00,N/A
1447,Aquanaut's Holiday,,PS,Sony Computer Entertainment,ArtDink,,8.0,,,20000.0,10000.0,10000.0,,0.0,1995-06-29 00:00:00,N/A
1448,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,,DS,Marvelous Interactive,Marvelous Interactive,,,,,20000.0,,,20000.0,,2007-03-22 00:00:00,N/A
1449,Nisenochigiri,,PSP,Idea Factory,Idea Factory,,,,,20000.0,,,20000.0,,2010-08-26 00:00:00,N/A
1450,Last Escort,,PS2,D3 Publisher,Vingt-et-un Systems,,,,,20000.0,,,20000.0,,2006-01-26 00:00:00,N/A
1451,Root Infinity Rexx,,PSV,Idea Factory,Idea Factory,,,,,20000.0,,,20000.0,,2015-01-22 00:00:00,N/A
1452,Aria: The Natural ~Tooi Yume no Mirage~,,PS2,Alchemist,Regista,,,,,20000.0,,,20000.0,,2006-09-28 00:00:00,N/A
1453,Gakuen K: Wonderful School Days,,PSP,Idea Factory,Idea Factory,,,,,20000.0,,,20000.0,,2014-10-30 00:00:00,N/A
1454,Hakuouki: Yuugi Roku DS,,DS,Idea Factory,Idea Factory,,,,,20000.0,,,20000.0,,2011-04-28 00:00:00,N/A
1455,So Blonde,,PC,Eidos Interactive,WizarBox,,,,,20000.0,,20000.0,,0.0,2008-10-10 00:00:00,N/A
1456,Code R,,SAT,Quintet,Quintet,,,,,20000.0,,,20000.0,,1998-07-09 00:00:00,N/A
1457,Jake Hunter: Detective Chronicles,,DS,Aksys Games,WorkJam,,,,,20000.0,20000.0,,,0.0,2008-06-11 00:00:00,N/A
1458,Uta no Prince-sama: Amazing Aria & Sweet Serenade Love,,PSV,Broccoli,Broccoli,,,,,20000.0,,,20000.0,,2017-10-19 00:00:00,N/A
1459,Jinguuji Saburou DS: Akai Chou,,DS,Arc System Works,WorkJam,,,,,20000.0,,,20000.0,,2010-09-30 00:00:00,N/A
1460,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,,DS,Namco Bandai,Bandai Namco Games,,,,,20000.0,,,20000.0,,2008-04-03 00:00:00,N/A
1461,Kimi o Aogi Otome wa Hime ni,,PSV,Entergram,Unknown,,,,,20000.0,,,20000.0,,2016-09-29 00:00:00,N/A
1462,Largo Winch .// Commando Sar,,PS,Ubisoft,Rebellion Developments,,,,,20000.0,10000.0,10000.0,,0.0,2002-02-01 00:00:00,N/A
1463,Joker no Kuni no Alice,,PSP,Quinrose,QuinRose,,,,,20000.0,,,20000.0,,2011-10-27 00:00:00,N/A
1464,Princess Isabella: A Witch's Curse,,Wii,Destineer,Gogii Games,,,,,20000.0,20000.0,,,0.0,2010-09-03 00:00:00,N/A
1465,Kamigami no Asobi InFinite,,PSV,Broccoli,Unknown,,,,,20000.0,,,20000.0,,2016-04-21 00:00:00,N/A
1466,Runaway: A Twist of Fate,,DS,Unknown,Pendulo Studios,,,,,20000.0,,20000.0,,0.0,N/A,N/A
1467,Harukanaru Toki no Naka de 6,,PSP,Tecmo Koei,Ruby Party,,,,,20000.0,,,20000.0,,2015-03-12 00:00:00,2019-03-22 00:00:00
1468,Uta no * Prince-Sama,,PSP,Broccoli,Broccoli,,,,,20000.0,,,20000.0,,2010-06-24 00:00:00,N/A
1469,Hakuoki: Yuugi Roku - Taishitachi no Daienkai,,PSV,Idea Factory,Unknown,,,,,20000.0,,,20000.0,,2016-11-17 00:00:00,N/A
1470,Crime Scene,,DS,SouthPeak Interactive,White Birds Productions,,8.0,,,20000.0,,20000.0,,0.0,2010-02-16 00:00:00,N/A
1471,Pastel Chime Continue,,PSP,5pb,Alice Soft,,,,,20000.0,,,20000.0,,2010-12-09 00:00:00,N/A
1472,Code: Realize - Shukufuku no Mirai,,PSV,Aksys Games,Unknown,,,,,20000.0,,,20000.0,,2018-03-30 00:00:00,N/A
1473,New Game! The Challenge Stage!,,PSV,5pb,5pb. Inc.,,,,,20000.0,,,20000.0,,2017-01-26 00:00:00,2018-09-20 00:00:00
1474,PsychicEmotion6,,PSV,Idea Factory,Idea Factory,,,,,20000.0,,,20000.0,,2016-10-06 00:00:00,N/A
1475,Shiro to Kuro no Alice,,PSV,Idea Factory,Idea Factory,,,,,20000.0,,,20000.0,,2017-06-08 00:00:00,N/A
1476,StormLover Karen!!,,PSP,D3 Publisher,Vridge,,,,,20000.0,,,20000.0,,2011-08-04 00:00:00,N/A
1477,Hakuoki: Shinkai Twin Pack,,PSV,Idea Factory,Unknown,,,,,20000.0,,,20000.0,,2016-06-16 00:00:00,N/A
1478,AIR,,PSP,Prototype,Key,,,,,20000.0,,,20000.0,,2007-11-22 00:00:00,N/A
1479,Hana to Otome ni Shukufuku o: Harekaze no Okurimono,,PS2,Alchemist,Will,,,,,20000.0,,,20000.0,,2010-07-08 00:00:00,N/A
1480,Akai Suna Ochiru Tsuki,,PSV,Dramatic Create,Dramatic Create,,,,,20000.0,,,20000.0,,2016-03-10 00:00:00,N/A
1481,Kazoku Keikaku,,PSP,CyberFront,CyberFront,,,,,20000.0,,,20000.0,,2010-08-12 00:00:00,N/A
1482,Aoishiro,,PS2,Success,Success,,,,,20000.0,,,20000.0,,2008-05-15 00:00:00,N/A
1483,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,,PSP,Karin Entertainment,Karin Entertainment,,,,,20000.0,,,20000.0,,2010-04-28 00:00:00,N/A
1484,Astraea no Shiroki Eien: White Eternity,,PSV,Dramatic Create,Unknown,,,,,20000.0,,,20000.0,,2016-09-22 00:00:00,N/A
1485,Sousei no Onmyouji,,PSV,Namco Bandai Games,Namco Bandai Games,,,,,20000.0,,,20000.0,,2017-01-26 00:00:00,N/A
1486,Seitokai no Ichizon: DS-suru Seitokai,,DS,Kadokawa Shoten,Kadokawa Shoten,,,,,20000.0,,,20000.0,,2010-03-25 00:00:00,N/A
1487,Prism Ark: Awake,,PS2,5pb,PENCIL,,,,,20000.0,,,20000.0,,2008-04-24 00:00:00,N/A
1488,Revolution: 25th Anniversary Collection,,PC,Koch Media,Revolution Software,,,,,20000.0,,20000.0,,0.0,2016-03-18 00:00:00,2018-09-22 00:00:00
1489,Rozen Maiden: Duellwalzer,,PS2,Taito,Taito Corporation,,,,,20000.0,,,20000.0,,2006-04-27 00:00:00,N/A
1490,L.A. Noire: The Complete Edition,,X360,Rockstar Games,Rockstar Leeds,,,,,20000.0,,20000.0,,0.0,2011-11-15 00:00:00,N/A
1491,Snow Portable,,PSP,Prototype,Prototype,,,,,20000.0,,,20000.0,,2007-08-16 00:00:00,N/A
1492,Broken Sword: The Sleeping Dragon,,XB,The Adventure Company,Revolution Software,,,,,20000.0,10000.0,0.0,,0.0,2003-12-08 00:00:00,N/A
1493,The Testament of Sherlock Holmes,,X360,Focus Home Interactive,Frogwares,,,,,20000.0,,20000.0,,0.0,2012-09-30 00:00:00,N/A
1494,Miyako,,PSP,Idea Factory,Idea Factory,,,,,20000.0,,,20000.0,,2010-11-25 00:00:00,N/A
1495,Motto NUGA-CEL!,,PSP,Idea Factory,Lupinus,,,,,20000.0,,,20000.0,,2010-05-20 00:00:00,N/A
1496,11eyes: CrossOver,,PSP,5pb,Genterprise,,,,,20000.0,,,20000.0,,2010-01-28 00:00:00,N/A
1497,Still Life 2,,PC,Encore,GameCo Studios,,7.3,,,20000.0,,20000.0,,0.0,2009-08-11 00:00:00,N/A
1498,Dark Tales: Edgar Allan Poe's The Premature Burial,,PC,Big Fish Games,ERS G-Studio,,,,,20000.0,,20000.0,,0.0,2019-03-01 00:00:00,2019-04-23 00:00:00
1499,Barbie as the Princess and the Pauper,,GBA,Knowledge Adventure,VU Games,,6.0,,,20000.0,10000.0,0.0,,0.0,2004-09-12 00:00:00,N/A
1500,Diabolik Lovers: Lost Eden,,PSV,Idea Factory,Unknown,,,,,20000.0,,,20000.0,,2017-02-16 00:00:00,2018-02-21 00:00:00
1501,Horrid Henry: Missions of Mischief,,Wii,SouthPeak Interactive,Asylum Entertainment,,,,,20000.0,0.0,10000.0,,0.0,2010-08-31 00:00:00,N/A
1502,Tantei Opera: Milky Holmes,,PSP,Unknown,BushiRoad,,,,,20000.0,,,20000.0,,2010-12-16 00:00:00,N/A
1503,Adventure Time: Pirates of the Enchiridion,,PS4,Outright Games,Outright Games,,,,,20000.0,10000.0,,,0.0,2018-07-17 00:00:00,2019-03-17 00:00:00
1504,Back to the Future: The Game,,XOne,Telltale Games,Telltale Games,,,,,20000.0,,20000.0,,0.0,2015-10-13 00:00:00,2018-04-23 00:00:00
1505,Re:Zero - Kara Hajimeru Isekai Seikatsu - Death or Kiss,,PSV,5pb,MAGES,,,,,20000.0,,,20000.0,,2017-03-30 00:00:00,2018-09-21 00:00:00
1506,Kadenz fermata//Akkord:fortissimo,,PSV,5pb,La'cryma,,,,,20000.0,,,20000.0,,2015-01-01 00:00:00,N/A
1507,Arabians Lost: The Engagement on Desert,,PS2,Prototype,QuinRose,,,,,20000.0,,,20000.0,,2007-10-11 00:00:00,N/A
1508,Tsuki no Hikari: Shizumeru Kane no Satsujin,,PS2,Victor Interactive,Victor Interactive Software,,,,,20000.0,,,20000.0,,2002-05-23 00:00:00,N/A
1509,Air,,PSV,Prototype,Unknown,,,,,20000.0,,,20000.0,,2016-09-08 00:00:00,N/A
1510,Koisuru Otome to Shugo no Tate Portable,,PSP,Alchemist,Alchemist,,,,,20000.0,,,20000.0,,2010-07-29 00:00:00,N/A
1511,Shirogane x Spirits!,,PSV,Technical Associates Inc,Unknown,,,,,20000.0,,,20000.0,,2016-03-24 00:00:00,N/A
1512,Kono Subarashii Sekai ni Shukufuku o! Kono Yokubukai Game ni Shinpan o!,,PSV,5pb,5pb. Inc.,,,,,20000.0,,,20000.0,,2017-09-07 00:00:00,N/A
1513,Bakumatsu Renka: Karyuu Kenshi-den,,PS2,D3 Publisher,Vridge Inc.,,,,,20000.0,,,20000.0,,2007-10-04 00:00:00,N/A
1514,"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",,PS2,Kadokawa Shoten,Vridge,,,,,20000.0,,,20000.0,,2007-07-19 00:00:00,N/A
1515,Princess Frontier Portable,,PSP,Alchemist,Alchemist,,,,,20000.0,,,20000.0,,2011-04-07 00:00:00,N/A
1516,Touch Detective (JP sales),,DS,Atlus,"BeeWorks Co., Ltd.",,,,,20000.0,,,20000.0,,2006-10-24 00:00:00,N/A
1517,Flowers: Autumn Story,,PSV,Prototype,Unknown,,,,,20000.0,,,20000.0,,2016-11-17 00:00:00,N/A
1518,Saka Agari Hurricane Portable,,PSV,Entergram,Alchemist,,,,,20000.0,,,20000.0,,2017-10-27 00:00:00,N/A
1519,Uru: Ages Beyond Myst,,PC,Ubisoft,Cyan Worlds,,,,,20000.0,,20000.0,,0.0,2003-11-11 00:00:00,N/A
1520,Machi: Unmei no Kousaten,,PSP,ChunSoft,ChunSoft,,,,,20000.0,,,20000.0,,2006-04-27 00:00:00,N/A
1521,Clover no Kuni no Alice,,PSP,Quinrose,QuinRose,,,,,20000.0,,,20000.0,,2011-03-31 00:00:00,N/A
1522,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,,PSP,Russel,Russel,,,,,20000.0,,,20000.0,,2010-07-29 00:00:00,N/A
1523,Planetarian: Chiisana Hoshi no Yume,,PSP,Prototype,Key,,,,,20000.0,,,20000.0,,2009-02-28 00:00:00,N/A
1524,Roommate Asami: Okusama wa Joshikousei,,PS2,Datam Polystar,Datam Polystar,,,,,20000.0,,,20000.0,,2002-06-20 00:00:00,N/A
1525,Pirates: Legend of the Black Buccaneer,,PS2,Valcon Games,WideScreen Games,,,,,20000.0,10000.0,10000.0,,0.0,2006-08-15 00:00:00,N/A
1526,Amagoushi no Yakata,,PS2,Nippon Ichi Software,FOG (Full On Games),,,,,20000.0,,,20000.0,,2007-03-08 00:00:00,N/A
1527,Ginga Tetsudou 999 DS,,DS,Culture Brain,Culture Brain,,,,,20000.0,,,20000.0,,2010-10-14 00:00:00,N/A
1528,Suzunone Seven: Rebirth Knot,,PS2,Alchemist,Alchemist,,,,,20000.0,,,20000.0,,2010-05-27 00:00:00,N/A
1529,Vitamin X Evolution Plus,,PSP,D3 Publisher,HuneX,,,,,20000.0,,,20000.0,,2010-09-09 00:00:00,N/A
1530,Memories Off: Yubikiri no Kioku,,X360,5pb,5pb. Games,,,,,20000.0,,,20000.0,,2010-07-29 00:00:00,N/A
1531,Minecraft: Story Mode - Season Two,,NS,Telltale Games,Telltale Games,,,,,20000.0,20000.0,,,0.0,2018-11-06 00:00:00,2018-08-07 00:00:00
1532,Otometeki Koi Kakumei * Love Revo!! DS,,DS,GungHo,GungHo Works,,,,,20000.0,,,20000.0,,2008-02-14 00:00:00,N/A
1533,Cross  Channel,,PSP,CyberFront,CyberFront,,,,,20000.0,,,20000.0,,2010-02-25 00:00:00,N/A
1534,Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,,PS2,Marvelous Interactive,Marvelous Interactive,,,,,20000.0,,,20000.0,,2007-11-29 00:00:00,N/A
1535,Kiss Bell,,PSV,Giga,Giga,,,,,20000.0,,,20000.0,,2014-08-28 00:00:00,N/A
1536,Discworld II: Mortality Bytes!,,PS,Psygnosis,Perfect Entertainment,,,,,20000.0,10000.0,10000.0,,0.0,1997-09-24 00:00:00,N/A
1537,Gun Gun Pixies,,PSV,Compile Heart,Compile Heart,,,,,20000.0,,,20000.0,,2017-04-27 00:00:00,2019-08-07 00:00:00
1538,Agatha Christie: Death on the Nile,,PC,DreamCatcher Interactive,Oberon Media,,,,,20000.0,,10000.0,,0.0,2008-10-07 00:00:00,N/A
1539,Moujuutsukai to Oujisama,,PS2,Idea Factory,Idea Factory,,,,,20000.0,,,20000.0,,2010-06-24 00:00:00,N/A
1540,Yoake Yori Ruriiro na Portable,,PSP,Kadokawa Shoten,Kadokawa Shoten,,,,,20000.0,,,20000.0,,2010-02-25 00:00:00,N/A
1541,Pippa Funnell: Ranch Rescue,,Wii,Ubisoft,Phoenix Interactive Entertainment,,,,,20000.0,,20000.0,,0.0,2007-11-16 00:00:00,N/A
1542,Kamaitachi no Yoru: Rinne Saisei,,PSV,5pb,Unknown,,,,,20000.0,,,20000.0,,2017-02-16 00:00:00,N/A
1543,Otome Riron to Sono Shuuhen: Bon Voyage,,PSV,Dramatic Create,Unknown,,,,,20000.0,,,20000.0,,2016-11-24 00:00:00,N/A
1544,Kimi ni Todoke: Sodateru Omoi,,DS,Banpresto,Namco Bandai Games,,,,,20000.0,,,20000.0,,2009-10-15 00:00:00,N/A
1545,Memories Off #5: Encore,,PS2,CyberFront,KID Corporation,,,,,20000.0,,,20000.0,,2007-07-12 00:00:00,N/A
1546,The Great Ace Attorney 1 & 2 Special Edition,,3DS,Capcom,Capcom,,,,,20000.0,,,20000.0,,2017-08-03 00:00:00,2018-08-03 00:00:00
1547,Tsuyo Kiss 2 Gakki: Swift Love,,PS2,Revolution (Japan),Revolution (Japan),,,,,20000.0,,,20000.0,,2009-07-30 00:00:00,N/A
1548,The Book of Unwritten Tales 2,,WiiU,Nordic Games,KING Art Games,,,,,20000.0,,20000.0,,0.0,2016-02-12 00:00:00,2018-12-17 00:00:00
1549,The Longest Journey,,PC,Funcom,Funcom,,8.7,,,20000.0,,10000.0,,0.0,2000-11-16 00:00:00,N/A
1550,Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,,PSV,Prototype,Prototype,,,,,20000.0,,,20000.0,,2014-10-30 00:00:00,N/A
1551,Sarah: Keeper of the Unicorn,,DS,DreamCatcher Interactive,Tivola,,,,,20000.0,10000.0,,,0.0,2009-08-25 00:00:00,N/A
1552,W.L.O. Sekai Renai Kikousen,,X360,5pb,AKABEi SOFT2,,,,,20000.0,,,20000.0,,2010-06-03 00:00:00,N/A
1553,Hiiro no Kakera: Omoi Iro no Kioku,,PSV,Idea Factory,Idea Factory,,,,,20000.0,,,20000.0,,2017-07-27 00:00:00,N/A
