Rank,Name,Genre,Platform,Publisher,Developer,Vgchartz_Score,Critic_Score,User_Score,Total_Shipped,Total_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Release_Date,Last_Update
1,Super Mario,,Series,Nintendo,Nintendo,,,,356590000.0,,,,,,1983-07-20 00:00:00,2020-02-20 00:00:00
2,Sonic the Hedgehog,,Series,Sega,Sonic Team,,,,76640000.0,,,,,,1991-06-23 00:00:00,2020-02-07 00:00:00
3,Donkey Kong,,Series,Nintendo,Nintendo|Ikegami Tsushinki|Rare|Namco|Paon|Retro Studios,,,,62550000.0,,,,,,1981-07-31 00:00:00,2020-02-21 00:00:00
4,Crash Bandicoot,,Series,Sony Computer Entertainment,Naughty Dog|Eurocom|Dimps|Radical Entertainment|Polarbit|Vicarious Visions|Beenox,,,,50000000.0,,,,,,1996-09-09 00:00:00,2020-03-02 00:00:00
5,Super Mario Bros.,,NES,Nintendo,Nintendo EAD,,10.0,8.2,40240000.0,,,,,,1985-10-18 00:00:00,N/A
6,Kirby,,Series,Nintendo,HAL Laboratory|Nintendo|Good-Feel|Flagship|Natsume|Capcom|Dimps|Arika,,,,39690000.0,,,,,,1992-08-01 00:00:00,2020-02-22 00:00:00
7,Mega Man,,Series,Capcom,Capcom|Inti Creates,,,,36000000.0,,,,,,1987-12-17 00:00:00,2020-02-03 00:00:00
8,New Super Mario Bros.,,DS,Nintendo,Nintendo EAD,,9.1,8.1,30800000.0,,,,,,2006-05-15 00:00:00,N/A
9,New Super Mario Bros. Wii,,Wii,Nintendo,Nintendo EAD,9.1,8.6,9.2,30300000.0,,,,,,2009-11-15 00:00:00,N/A
10,Rayman,,Series,Ubisoft,Ubisoft,,,,26000000.0,,,,,,1995-09-19 00:00:00,2020-02-10 00:00:00
11,Yoshi,,Series,Nintendo,Nintendo|Artoon|Arzest|Good-Feel|Game Freak|	Tose|Bullet-Proof Software,,,,25350000.0,,,,,,1992-06-01 00:00:00,2020-02-21 00:00:00
12,Super Mario World,,SNES,Nintendo,Nintendo EAD,,8.5,,20610000.0,,,,,,1991-08-13 00:00:00,2018-08-10 00:00:00
13,Spyro,,Series,Sony Computer Entertainment,Insomniac Games|Digital Eclipse|Equinoxe Digital Entertainment|Check Six Studios|Vicarious Visions|Eurocom|Amaze Entertainment|Toys for Bob,,,,20000000.0,,,,,,1998-09-10 00:00:00,2020-03-06 00:00:00
14,Super Mario Land,,GB,Nintendo,Nintendo R&D1,,,,18140000.0,,,,,,1989-08-01 00:00:00,N/A
15,Super Mario Odyssey,,NS,Nintendo,Nintendo EPD,,9.9,,17410000.0,,,,,,2017-10-27 00:00:00,2018-11-19 00:00:00
16,Super Mario Bros. 3,,NES,Nintendo,Nintendo R&D2,,,,17280000.0,,,,,,1990-02-12 00:00:00,2018-08-09 00:00:00
17,Gex,,Series,BMG Interactive Entertainment,Crystal Dynamics|David A. Palmer Productions|Gratuitous Games|Realtime Associates,,,,15000000.0,,,,,,1995-04-01 00:00:00,2020-03-01 00:00:00
18,Sonic the Hedgehog,,GEN,Sega,Sonic Team,,,,15000000.0,,,,,,1991-06-23 00:00:00,N/A
19,Terraria,,PC,Unknown,Re-Logic,,8.8,,14000000.0,,,,,,2011-05-16 00:00:00,2018-03-19 00:00:00
20,New Super Mario Bros. 2,,3DS,Nintendo,Nintendo,,7.5,,13340000.0,,,,,,2012-08-19 00:00:00,2018-01-30 00:00:00
21,Super Mario Galaxy,,Wii,Nintendo,Nintendo EAD Tokyo,9.6,9.7,9.6,12800000.0,,,,,,2007-11-12 00:00:00,N/A
22,Super Mario 3D Land,,3DS,Nintendo,Nintendo EAD Tokyo,,8.9,,12700000.0,,,,,,2011-11-13 00:00:00,2018-04-06 00:00:00
23,Wario,,Series,Nintendo,Nintendo|Treasure|Suzak|Good-Feel,,,,12130000.0,,,,,,1994-03-13 00:00:00,2020-02-22 00:00:00
24,Super Mario 64,,N64,Nintendo,Nintendo EAD,,9.7,,11910000.0,,,,,,1996-09-26 00:00:00,N/A
25,Super Mario Land 2: 6 Golden Coins,,GB,Nintendo,Nintendo R&D1,,9.0,,11180000.0,,,,,,1992-11-02 00:00:00,N/A
26,Super Mario 64 DS,,DS,Nintendo,Nintendo EAD,,8.6,,11060000.0,,,,,,2004-11-20 00:00:00,N/A
27,Super Mario All-Stars,,SNES,Nintendo,Nintendo EAD,,,9.5,10550000.0,,,,,,1993-08-01 00:00:00,N/A
28,Pitfall,,Series,Activision,Activision|Micronics|SRB Software|Luxoflux|Crave Entertainment|Edge of Reality|Torus Games|Beenox,,,,10000000.0,,,,,,1982-04-20 00:00:00,2020-02-16 00:00:00
29,Donkey Kong Country,,SNES,Nintendo,Rare Ltd.,,9.0,,9300000.0,,,,,,1994-11-21 00:00:00,N/A
30,Crash Bandicoot 2: Cortex Strikes Back,,PS,Sony Computer Entertainment,Naughty Dog,,8.6,,,7580000.0,3780000.0,2170000.0,1310000.0,310000.0,1997-10-31 00:00:00,N/A
31,Super Mario Bros. 2,,NES,Nintendo,Nintendo EAD,,,,7460000.0,,,,,,1988-10-01 00:00:00,N/A
32,Super Mario Galaxy 2,,Wii,Nintendo,Nintendo EAD Tokyo,9.6,9.7,9.8,7410000.0,,,,,,2010-05-23 00:00:00,N/A
33,Crash Bandicoot 3: Warped,,PS,Sony Computer Entertainment,Naughty Dog,,9.3,,,7130000.0,3680000.0,1750000.0,1420000.0,280000.0,1998-10-31 00:00:00,2018-09-24 00:00:00
34,Crash Bandicoot,,PS,Sony Computer Entertainment,Naughty Dog,,7.8,,6820000.0,,,,,,1996-09-01 00:00:00,N/A
35,New Super Mario Bros. U Deluxe,,NS,Nintendo,Nintendo EPD,,,6.6,6600000.0,,,,,,2019-01-11 00:00:00,2019-03-23 00:00:00
36,Donkey Kong Country Returns,,Wii,Nintendo,Retro Studios,,8.6,,6530000.0,,,,,,2010-11-21 00:00:00,N/A
37,Sonic the Hedgehog 2,,GEN,Sega,Sonic Team,,,,6000000.0,,,,,,1992-11-20 00:00:00,N/A
38,Super Mario Sunshine,,GC,Nintendo,Nintendo EAD,8.9,9.2,,5910000.0,,,,,,2002-08-25 00:00:00,N/A
39,Super Mario 3D World,,WiiU,Nintendo,Nintendo EAD Tokyo,,9.5,,5840000.0,,,,,,2013-11-22 00:00:00,2018-01-02 00:00:00
40,New Super Mario Bros. U,,WiiU,Nintendo,Nintendo EAD,,8.4,,5800000.0,,,,,,2012-11-18 00:00:00,2018-03-20 00:00:00
41,Trials,,Series,Unknown,RedLynx,,,,5700000.0,,,,,,N/A,2020-04-26 00:00:00
42,Super Mario World: Super Mario Advance 2,,GBA,Nintendo,Nintendo EAD,,9.4,,5690000.0,,,,,,2002-02-09 00:00:00,N/A
43,Super Mario Advance,,GBA,Nintendo,Nintendo EAD,,8.2,,5570000.0,,,,,,2001-06-10 00:00:00,N/A
44,Super Mario Maker 2,,NS,Nintendo,Nintendo,,,,5480000.0,,,,,,2019-06-28 00:00:00,2019-04-24 00:00:00
45,Super Mario Advance 4: Super Mario Bros. 3,,GBA,Nintendo,Nintendo EAD,,9.2,,5430000.0,,,,,,2003-10-21 00:00:00,N/A
46,Crash Bandicoot: The Wrath of Cortex,,PS2,Universal Interactive,Traveller's Tales,,6.9,,,5420000.0,2069999.9999999998,2290000.0,240000.0,820000.0,2001-10-29 00:00:00,N/A
47,Donkey Kong 64,,N64,Nintendo,Rare Ltd.,,9.3,,5270000.0,,,,,,1999-11-22 00:00:00,N/A
48,Super Mario Land 3: Wario Land,,GB,Nintendo,Nintendo R&D1,,7.9,,5190000.0,,,,,,1994-02-09 00:00:00,N/A
49,Donkey Kong Country 2: Diddy's Kong Quest,,SNES,Nintendo,Rare Ltd.,,9.3,,5150000.0,,,,,,1995-11-20 00:00:00,N/A
50,Kirby's Dream Land,,GB,Nintendo,HAL Laboratory,,,,5130000.0,,,,,,1992-08-01 00:00:00,N/A
51,Super Mario Bros. Deluxe,,GB,Nintendo,Nintendo EAD,,9.7,,5070000.0,,,,,,1999-04-30 00:00:00,N/A
52,Spyro the Dragon,,PS,Sony Computer Entertainment,Insomniac Games,,8.7,,,5000000.0,3360000.0,1360000.0,70000.0,210000.0,1998-09-10 00:00:00,N/A
53,Cuphead,,Series,Studio MDHR,Studio MDHR,,,,5000000.0,,,,,,2017-09-29 00:00:00,2020-03-11 00:00:00
54,Crash Bandicoot N. Sane Trilogy,,PS4,Activision,Vicarious Visions,,,,,4830000.0,1090000.0,2920000.0,70000.0,740000.0,2017-06-30 00:00:00,2018-09-23 00:00:00
55,LittleBigPlanet,,PS3,Sony Computer Entertainment,Media Molecule,9.2,9.4,9.2,4500000.0,,,,,,2008-10-28 00:00:00,N/A
56,Pitfall!,,2600,Activision,Activision,,,,,4500000.0,4210000.0,240000.0,,50000.0,1982-04-20 00:00:00,N/A
57,Daxter,,PSP,Sony Computer Entertainment,Ready at Dawn,,8.6,,,4230000.0,2450000.0,1020000.0,,770000.0,2006-03-14 00:00:00,N/A
58,Super Paper Mario,,Wii,Nintendo,Intelligent Systems,,8.5,,4230000.0,,,,,,2007-04-09 00:00:00,N/A
59,Ghosts 'n Goblins,,Series,Capcom,Capcom,,,,4200000.0,,,,,,1985-09-19 00:00:00,2020-02-03 00:00:00
60,Teenage Mutant Ninja Turtles,,NES,Ultra Games,Konami,,5.9,,,4170000.0,3380000.0,440000.0,310000.0,40000.0,1989-06-01 00:00:00,N/A
61,Super Mario World 2: Yoshi's Island,,SNES,Nintendo,Nintendo EAD,,9.0,,4120000.0,,,,,,1995-10-04 00:00:00,N/A
62,Super Mario Maker,,WiiU,Nintendo,Nintendo EAD,,8.8,,4010000.0,,,,,,2015-09-11 00:00:00,2018-03-29 00:00:00
63,Disney's Aladdin,,GEN,Sega,Virgin Interactive,,,,4000000.0,,,,,,1993-11-11 00:00:00,N/A
64,Donkey Kong Land,,GB,Nintendo,Rare Ltd.,,,,3910000.0,,,,,,1995-07-26 00:00:00,N/A
65,Ratchet & Clank: Size Matters,,PSP,Sony Computer Entertainment,High Impact Games,,8.5,,,3750000.0,1400000.0,1400000.0,100000.0,860000.0,2007-02-13 00:00:00,N/A
66,Spyro: Year of the Dragon,,PS,Sony Computer Entertainment,Insomniac Games,,9.1,,,3710000.0,1930000.0,1580000.0,,190000.0,2000-10-23 00:00:00,N/A
67,Banjo-Kazooie,,N64,Nintendo,Rare Ltd.,,9.3,9.4,3650000.0,,,,,,1998-05-31 00:00:00,N/A
68,Jak and Daxter: The Precursor Legacy,,PS2,Sony Computer Entertainment,Naughty Dog,,9.0,8.9,,3640000.0,2080000.0,1090000.0,150000.0,330000.0,2001-12-04 00:00:00,N/A
69,BattleBlock Theater,,PC,The Behemoth,The Behemoth,,,,3610000.0,,,,,,2014-05-15 00:00:00,2018-11-18 00:00:00
70,Croc: Legend of the Gobbos,,PS,Fox Interactive,Argonaut Games,,7.6,,,3560000.0,1570000.0,1790000.0,,200000.0,1997-09-29 00:00:00,N/A
71,Spyro 2: Ripto's Rage!,,PS,Sony Computer Entertainment,Insomniac Games,,8.7,,,3520000.0,2140000.0,1210000.0,10000.0,170000.0,1999-10-31 00:00:00,N/A
72,Donkey Kong Country 3: Dixie Kong's Double Trouble!,,SNES,Nintendo,Rare Ltd.,,8.8,,3510000.0,,,,,,1996-11-22 00:00:00,N/A
73,LittleBigPlanet 2,,PS3,Sony Computer Entertainment,Media Molecule,,9.1,,,3430000.0,1830000.0,1070000.0,60000.0,470000.0,2011-01-18 00:00:00,N/A
74,Super Mario Maker,,3DS,Nintendo,Nintendo,,7.3,,3400000.0,,,,,,2016-12-02 00:00:00,2018-03-29 00:00:00
75,Yoshi's Island DS,,DS,Nintendo,Artoon,,8.2,,3360000.0,,,,,,2006-11-13 00:00:00,N/A
76,Ratchet & Clank,,PS2,Sony Computer Entertainment,Insomniac Games,,,,,3330000.0,1440000.0,1010000.0,570000.0,300000.0,2002-11-07 00:00:00,N/A
77,Sonic Heroes,,PS2,Sega,Sonic Team,,6.6,,3160000.0,,,,,,2004-01-27 00:00:00,N/A
78,Donkey Kong,,GB,Nintendo,Nintendo EAD,,,,3070000.0,,,,,,1994-06-01 00:00:00,N/A
79,Kung Fu Panda,,X360,Activision,Luxoflux,,7.5,,,3050000.0,1910000.0,840000.0,,290000.0,2008-06-03 00:00:00,N/A
80,Rayman,,PS,Ubisoft,Ubisoft Montpellier,,7.0,,,3030000.0,1540000.0,1330000.0,,160000.0,1995-09-01 00:00:00,N/A
81,Disney Epic Mickey,,Wii,Disney Interactive Studios,Junction Point Studios,,7.0,,,3020000.0,2040000.0,630000.0,120000.0,230000.0,2010-11-30 00:00:00,N/A
82,Sonic and the Secret Rings,,Wii,Sega,Sonic Team,,6.7,,3000000.0,,,,,,2007-02-20 00:00:00,N/A
83,Sonic Rush,,DS,Sega,Dimps Corporation,,7.8,,3000000.0,,,,,,2005-11-15 00:00:00,N/A
84,Kirby Super Star Ultra,,DS,Nintendo,HAL Laboratory,9.0,7.3,,2990000.0,,,,,,2008-09-22 00:00:00,N/A
85,Super Meat Boy,,PC,Unknown,Team Meat,,9.2,,2970000.0,,,,,,2010-11-30 00:00:00,N/A
86,Yoshi's Story,,N64,Nintendo,Nintendo EAD,,,,2850000.0,,,,,,1998-03-01 00:00:00,N/A
87,Yoshi's Island: Super Mario Advance 3,,GBA,Nintendo,Nintendo EAD,,,,2830000.0,,,,,,2002-09-24 00:00:00,N/A
88,Finding Nemo,,GBA,THQ,Vicarious Visions,,7.0,,,2820000.0,1590000.0,1050000.0,40000.0,140000.0,2003-05-10 00:00:00,N/A
89,Trine 2,,PC,Frozenbyte,Frozenbyte,,,,2790000.0,,,,,,2011-12-07 00:00:00,N/A
90,A Bug's Life,,PS,Sony Computer Entertainment,Traveller's Tales,,3.6,,,2790000.0,1960000.0,720000.0,,110000.0,1998-10-31 00:00:00,N/A
91,Jak II,,PS2,Sony Computer Entertainment,Naughty Dog,,,,,2780000.0,1680000.0,740000.0,,360000.0,2003-10-14 00:00:00,N/A
92,Ratchet & Clank: Going Commando,,PS2,Sony Computer Entertainment,Insomniac Games,,8.7,,,2780000.0,1440000.0,830000.0,260000.0,250000.0,2003-11-11 00:00:00,N/A
93,Donkey Kong Country Returns 3D,,3DS,Nintendo,Monster Games,,8.6,,2760000.0,,,,,,2013-05-24 00:00:00,2018-09-28 00:00:00
94,Super Mario Bros. 2 (FDS),,NES,Nintendo,Nintendo EAD,,,,2650000.0,,,,,,1986-06-03 00:00:00,N/A
95,LittleBigPlanet,,PSP,Sony Computer Entertainment,SCEE Cambridge,,8.8,,,2610000.0,650000.0,1270000.0,10000.0,680000.0,2009-11-17 00:00:00,2018-12-03 00:00:00
96,Ratchet & Clank: Up Your Arsenal,,PS2,Sony Computer Entertainment,Insomniac Games,,9.1,,,2570000.0,1310000.0,740000.0,310000.0,220000.0,2004-11-03 00:00:00,N/A
97,Ratchet & Clank Future: Tools of Destruction,,PS3,Sony Computer Entertainment,Insomniac Games,8.8,8.9,,,2570000.0,930000.0,1100000.0,80000.0,450000.0,2007-10-23 00:00:00,N/A
98,Kirby Star Allies,,NS,Nintendo,HAL Laboratory,7.0,8.1,10.0,2560000.0,,,,,,2018-03-16 00:00:00,2018-03-14 00:00:00
99,Kirby: Triple Deluxe,,3DS,Nintendo,HAL Laboratory,,7.8,,2560000.0,,,,,,2014-05-02 00:00:00,2018-01-30 00:00:00
100,Shovel Knight,,Series,Yacht Club Games,Yacht Club Games,,,,2500000.0,,,,,,2014-06-26 00:00:00,2020-02-28 00:00:00
101,Dustforce DX,,PC,Hitbox Team,Hitbox Team,,,,2490000.0,,,,,,2012-01-17 00:00:00,2019-02-01 00:00:00
102,Sonic Adventure,,DC,Sega,Sonic Team,,8.9,,,2420000.0,1260000.0,610000.0,460000.0,80000.0,1999-09-09 00:00:00,N/A
103,Ratchet & Clank (2016),,PS4,Sony Interactive Entertainment,Insomniac Games,,,,,2380000.0,970000.0,970000.0,60000.0,390000.0,2016-04-12 00:00:00,2018-04-25 00:00:00
104,Kirby's Dream Land 2,,GB,Nintendo,HAL Laboratory,,,,2360000.0,,,,,,1995-05-01 00:00:00,N/A
105,Donkey Kong Land 2,,GB,Nintendo,Rare Ltd.,,,,2350000.0,,,,,,1996-09-01 00:00:00,N/A
106,Mario Bros.,,NES,Nintendo,Nintendo R&D1,,,,2280000.0,,,,,,1986-06-01 00:00:00,N/A
107,Classic NES Series: Super Mario Bros.,,GBA,Nintendo,Nintendo EAD,,8.3,,2270000.0,,,,,,2004-06-02 00:00:00,N/A
108,Kirby Squeak Squad,,DS,Nintendo,"HAL Laboratory, Flagship",,7.3,,2270000.0,,,,,,2006-12-06 00:00:00,N/A
109,Donkey Kong Country: Tropical Freeze,,NS,Nintendo,Retro Studios,7.0,9.1,9.1,2250000.0,,,,,,2018-05-04 00:00:00,2018-09-28 00:00:00
110,Sonic Advance,,GBA,Sega,Dimps Corporation / Sonic Team,,,,,2240000.0,1190000.0,710000.0,220000.0,130000.0,2002-02-04 00:00:00,N/A
111,Super Mario All-Stars: Limited Edition,,Wii,Nintendo,Nintendo EAD,,7.2,,2240000.0,,,,,,2010-12-12 00:00:00,N/A
112,Spyro: Season of Ice,,GBA,Vivendi Games,Digital Eclipse,,,,,2230000.0,1290000.0,830000.0,,110000.0,2001-10-29 00:00:00,N/A
113,Wario Land 3,,GB,Nintendo,Nintendo R&D1,,,,2200000.0,,,,,,2000-05-01 00:00:00,N/A
114,Wario Land 4,,GBA,Nintendo,Nintendo R&D1,,,,2200000.0,,,,,,2001-11-18 00:00:00,N/A
115,Skylanders SWAP Force,,Wii,Activision,Beenox,,,,,2190000.0,1230000.0,770000.0,,190000.0,2013-10-13 00:00:00,2018-01-16 00:00:00
116,Donkey Kong Country,,GBC,Nintendo,Rare Ltd.,,9.1,,2190000.0,,,,,,2000-11-04 00:00:00,2018-01-06 00:00:00
117,Spyro Reignited Trilogy,,PS4,Activision,Toys for Bob,8.0,,,,2170000.0,750000.0,1070000.0,,350000.0,2018-11-13 00:00:00,2018-04-08 00:00:00
118,Scooby-Doo! Night of 100 Frights,,PS2,THQ,Heavy Iron Studios,,,,,2100000.0,1170000.0,720000.0,,220000.0,2002-05-20 00:00:00,N/A
119,Kirby: Nightmare in Dream Land,,GBA,Nintendo,HAL Laboratory,,8.1,,2100000.0,,,,,,2002-12-02 00:00:00,2018-04-20 00:00:00
120,LittleBigPlanet 3,,PS4,Sony Computer Entertainment,Sumo Digital,,,,,2060000.0,780000.0,930000.0,10000.0,340000.0,2014-11-18 00:00:00,2018-04-03 00:00:00
121,Donkey Kong Country: Tropical Freeze,,WiiU,Nintendo,Retro Studios,,8.8,9.1,2009999.9999999998,,,,,,2014-02-21 00:00:00,2018-01-22 00:00:00
122,Little Nightmares,,Series,Bandai Namco Entertainment,Tarsier Studios,,,,2000000.0,,,,,,2017-04-28 00:00:00,2020-03-15 00:00:00
123,Yoshi's New Island,,3DS,Nintendo,Arzest,,,,2000000.0,,,,,,2014-03-14 00:00:00,2018-02-01 00:00:00
124,Spyro: Enter the Dragonfly,,PS2,VU Games,Check Six Games,,,,,1970000.0,740000.0,950000.0,,280000.0,2002-11-03 00:00:00,N/A
125,Ratchet & Clank Future: A Crack in Time,,PS3,Sony Computer Entertainment,Insomniac Games,8.3,8.7,9.0,,1890000.0,1050000.0,550000.0,30000.0,260000.0,2009-10-27 00:00:00,N/A
126,Shrek 2,,PS2,Activision,"Luxoflux, Inc.",,6.9,,,1860000.0,1120000.0,690000.0,30000.0,20000.0,2004-04-28 00:00:00,N/A
127,Sonic Classic Collection,,DS,Sega,Sonic Team,,7.5,,,1860000.0,940000.0,740000.0,,180000.0,2010-03-02 00:00:00,N/A
128,Jak 3,,PS2,Sony Computer Entertainment,Naughty Dog,,,,,1850000.0,1330000.0,490000.0,,30000.0,2004-11-09 00:00:00,N/A
129,Kirby's Epic Yarn,,Wii,Nintendo,Good-Feel,,8.7,,1850000.0,,,,,,2010-10-17 00:00:00,N/A
130,Donkey Kong Country,,GBA,Nintendo,Rare Ltd.,,7.5,,1820000.0,,,,,,2003-06-09 00:00:00,N/A
131,Sonic & Knuckles,,GEN,Sega,Sonic Team,,,,,1820000.0,1240000.0,430000.0,30000.0,120000.0,1994-10-17 00:00:00,N/A
132,Sly 2: Band of Thieves,,PS2,Sony Computer Entertainment,Sucker Punch,,,,,1810000.0,880000.0,690000.0,,230000.0,2004-09-14 00:00:00,N/A
133,Sonic Advance 2,,GBA,Sega,Dimps Corporation / Sonic Team,,,,,1800000.0,930000.0,590000.0,210000.0,70000.0,2003-03-09 00:00:00,N/A
134,Sonic Colors,,Wii,Sega,Sonic Team,,7.7,,1800000.0,,,,,,2010-11-16 00:00:00,N/A
135,Kirby's Return to Dreamland,,Wii,Nintendo,HAL Laboratory,,7.6,,1790000.0,,,,,,2011-10-24 00:00:00,N/A
136,The Lion King,,SNES,Virgin Interactive,Westwood Studios,,,,,1790000.0,1260000.0,390000.0,80000.0,60000.0,1994-10-01 00:00:00,N/A
137,Kirby 64: The Crystal Shards,,N64,Nintendo,HAL Laboratory,,7.9,,1770000.0,,,,,,2000-06-26 00:00:00,N/A
138,Ori and the Blind Forest: Definitive Edition,,PC,Nordic Games,Moon Studios,9.3,,,1760000.0,,,,,,2016-06-14 00:00:00,2018-08-12 00:00:00
139,The SpongeBob SquarePants Movie,,PS2,THQ,Heavy Iron Studios,,6.6,,,1760000.0,1060000.0,540000.0,,160000.0,2004-10-27 00:00:00,N/A
140,Kid Icarus,,NES,Nintendo,Nintendo R&D1,,,,1760000.0,,,,,,1987-08-01 00:00:00,N/A
141,Sonic the Hedgehog 3,,GEN,Sega,Sonic Team,,,,,1760000.0,1020000.0,470000.0,200000.0,70000.0,1994-01-23 00:00:00,N/A
142,Disney's Aladdin,,SNES,Capcom,Capcom/Disney,,,,1750000.0,,,,,,1993-11-21 00:00:00,N/A
143,Kirby's Adventure,,NES,Nintendo,HAL Laboratory,,,,1750000.0,,,,,,1993-05-01 00:00:00,N/A
144,Crash Bandicoot: The Huge Adventure,,GBA,Vivendi Games,Vicarious Visions,,8.3,,,1730000.0,950000.0,700000.0,,80000.0,2002-02-25 00:00:00,N/A
145,Toy Story 2: Buzz Lightyear to the Rescue!,,PS,Activision,Traveller's Tales,,,,,1710000.0,990000.0,640000.0,,80000.0,1999-11-30 00:00:00,N/A
146,Super Princess Peach,,DS,Nintendo,TOSE Software,,7.8,,1700000.0,,,,,,2006-02-27 00:00:00,N/A
147,Disney's DuckTales,,NES,Capcom,Capcom,,,,1670000.0,,,,,,1989-09-01 00:00:00,N/A
148,SpongeBob SquarePants: Battle for Bikini Bottom,,PS2,THQ,Heavy Iron Studios,,5.8,,,1670000.0,1080000.0,450000.0,,140000.0,2003-10-31 00:00:00,N/A
149,Ghosts 'n Goblins,,NES,Capcom,Micronics,,,,1640000.0,,,,,,1986-11-01 00:00:00,N/A
150,Ape Escape,,PS,Sony Computer Entertainment,SCE Japan Studio,,9.3,,,1630000.0,710000.0,480000.0,320000.0,110000.0,1999-05-31 00:00:00,2018-09-16 00:00:00
151,Sonic Adventure DX: Director's Cut,,GC,Sega,Sonic Team,,5.4,,1600000.0,,,,,,2003-06-18 00:00:00,N/A
152,Sonic Unleashed,,Wii,Sega,Sonic Team/Dimps Corporation,,6.7,8.2,1600000.0,,,,,,2008-11-18 00:00:00,N/A
153,Sonic Generations,,PS3,Sega,Sonic Team,,7.3,,,1590000.0,600000.0,720000.0,20000.0,250000.0,2011-11-01 00:00:00,N/A
154,Mario Bros.,,2600,Atari,Atari,,,,,1590000.0,1480000.0,90000.0,,20000.0,1983-10-01 00:00:00,N/A
155,Spyro 2: Season of Flame,,GBA,Vivendi Games,Digital Eclipse,,,,,1580000.0,850000.0,650000.0,,80000.0,2002-09-25 00:00:00,N/A
156,Donkey Kong Classics,,NES,Nintendo,Nintendo,,,,1560000.0,,,,,,1988-10-01 00:00:00,N/A
157,Yoshi's Woolly World,,WiiU,Nintendo,Good-Feel,,7.4,6.0,1560000.0,,,,,,2015-10-16 00:00:00,2018-01-07 00:00:00
158,Sonic the Hedgehog (2006),,X360,Sega,Sonic Team,,4.8,4.8,1540000.0,,,,,,2006-11-14 00:00:00,2018-02-05 00:00:00
159,Mega Man 2,,NES,Capcom,Capcom,,,,1510000.0,,,,,,1989-07-01 00:00:00,N/A
160,The Simpsons Game,,DS,Electronic Arts,Griptonite Games,,,,,1510000.0,560000.0,780000.0,,170000.0,2007-10-30 00:00:00,N/A
161,The Simpsons Game,,PS2,Electronic Arts,EA Redwood Shores,,,,,1510000.0,350000.0,30000.0,,1130000.0,2007-10-30 00:00:00,N/A
162,Rayman Legends,,PS4,Ubisoft,Ubisoft Montpellier,,,,,1500000.0,220000.0,1050000.0,,230000.0,2014-02-18 00:00:00,2018-03-20 00:00:00
163,Ice Climber,,NES,Nintendo,Nintendo R&D1,,,,1500000.0,,,,,,1985-10-01 00:00:00,N/A
164,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,,NES,Hudson Soft,Hudson Soft,,,,,1500000.0,,,1500000.0,0.0,1986-03-05 00:00:00,N/A
165,Sonic CD,,SCD,Sega,Sonic Team,,,,,1500000.0,1000000.0,360000.0,90000.0,50000.0,1993-11-19 00:00:00,N/A
166,Sonic Colors,,DS,Sega,Sonic Team,,8.2,8.1,1500000.0,,,,,,2010-11-16 00:00:00,N/A
167,Banjo-Tooie,,N64,Nintendo,Rare Ltd.,,9.3,,1490000.0,,,,,,2000-11-19 00:00:00,N/A
168,Wario Land II,,GB,Nintendo,Nintendo R&D1,,,,1480000.0,,,,,,1998-03-02 00:00:00,N/A
169,Disney Princess,,GBA,THQ,Art,,,,,1470000.0,1040000.0,370000.0,,60000.0,2003-04-04 00:00:00,N/A
170,Kirby & the Amazing Mirror,,GBA,Nintendo,Flagship,,7.9,,1470000.0,,,,,,2004-10-18 00:00:00,N/A
171,Wall-E,,DS,THQ,Heavy Iron Studios,,,,,1460000.0,460000.0,820000.0,0.0,170000.0,2008-06-24 00:00:00,N/A
172,Donkey Kong,,2600,Coleco,Nintendo,,,,,1460000.0,1360000.0,80000.0,,20000.0,1982-01-01 00:00:00,N/A
173,Kirby Super Star,,SNES,Nintendo,HAL Laboratory,,,,1440000.0,,,,,,1996-09-20 00:00:00,2018-04-20 00:00:00
174,Disney's DuckTales,,GB,Capcom,Capcom,,,,1430000.0,,,,,,1990-11-01 00:00:00,N/A
175,Classic NES Series: Super Mario Bros.,,GBA,Nintendo,Nintendo,,,,,1430000.0,,,1390000.0,30000.0,2004-06-02 00:00:00,N/A
176,Sonic Heroes,,GC,Sega,Sonic Team,,7.2,,1420000.0,,,,,,2004-01-05 00:00:00,N/A
177,Sonic Advance 3,,GBA,THQ,Dimps Corporation / Sonic Team,,,,,1400000.0,740000.0,520000.0,80000.0,60000.0,2004-06-07 00:00:00,N/A
178,Sonic Generations,,X360,Sega,Sonic Team,,7.7,,,1390000.0,710000.0,540000.0,0.0,130000.0,2011-11-01 00:00:00,N/A
179,LittleBigPlanet PS Vita,,PSV,Sony Computer Entertainment,Media Molecule,,,,,1380000.0,360000.0,690000.0,20000.0,310000.0,2012-09-25 00:00:00,2018-04-06 00:00:00
180,Crash Bandicoot 2: N-Tranced,,GBA,Vivendi Games,Vicarious Visions,,7.5,,,1360000.0,630000.0,660000.0,,70000.0,2003-01-07 00:00:00,N/A
181,Skylanders SWAP Force,,X360,Activision,Unknown,,,,,1360000.0,880000.0,350000.0,,130000.0,2013-10-13 00:00:00,2018-03-20 00:00:00
182,Shadow The Hedgehog,,PS2,Sega,Sonic Team,,4.8,,1350000.0,,,,,,2005-11-15 00:00:00,N/A
