Rank,Name,Genre,Platform,Publisher,Developer,Vgchartz_Score,Critic_Score,User_Score,Total_Shipped,Total_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Release_Date,Last_Update
1,Pokemon,,Series,Nintendo,Game Freak,,,,365600000.0,,,,,,1998-09-28 00:00:00,2020-02-03 00:00:00
2,Final Fantasy,,Series,Square,Square|Square Enix,,,,152500000.0,,,,,,1987-12-18 00:00:00,2020-02-28 00:00:00
3,Dragon Quest,,Series,Square,ArtePiazza|Chunsoft|Heartbeat|Level-5|Square Enix,,,,80000000.0,,,,,,1986-05-27 00:00:00,2020-02-27 00:00:00
4,Monster Hunter,,Series,Capcom,Capcom,,,,63000000.0,,,,,,2004-09-21 00:00:00,2020-02-03 00:00:00
5,The Elder Scrolls,,Series,Bethesda Softworks,Bethesda Softworks|Bethesda Game Studios|Vir2L Studios|TKO Software|ZeniMax Online Studios|Dire Wolf Digital,,,,58620000.0,,,,,,1994-03-25 00:00:00,2020-03-04 00:00:00
6,Dragon Ball,,Series,Bandai,Tose|Bandai|BEC|Dimps|Avalanche Software|Spike Chunsoft|Arika|Crafts & Meister|Media.Vision|Spike|Artdink|Arc System Works|CyberConnect2|Webfoot Technologies|Banpresto|Cavia|Game Republic|Monolith Soft|Ganbarion,,,,57000000.0,,,,,,1986-09-27 00:00:00,2020-03-05 00:00:00
7,Diablo,,Series,Blizzard Entertainment,Blizzard North|Blizzard Entertainment|NetEase,,,,50000000.0,,,,,,1997-01-03 00:00:00,2020-02-18 00:00:00
8,The Witcher,,Series,Atari,CD Projekt Red Studio,,,,50000000.0,,,,,,2007-10-30 00:00:00,2020-02-13 00:00:00
9,Fallout,,Series,Interplay Productions,Interplay Entertainment|Black Isle Studios|Micro Forte|Bethesda Game Studios|Obsidian Entertainment,,,,46430000.0,,,,,,1997-10-10 00:00:00,2020-03-07 00:00:00
10,Pokémon Red / Green / Blue Version,,GB,Nintendo,Game Freak,,9.4,,31380000.0,,,,,,1998-09-30 00:00:00,N/A
11,Kingdom Hearts,,Series,Square,Square|Square Enix|Jupiter|h.a.n.d.|BitGroove Inc.|Success,,,,30000000.0,,,,,,2002-09-17 00:00:00,2020-02-27 00:00:00
12,Souls,,Series,Atlus,From Software,,,,28000000.0,,,,,,2009-10-06 00:00:00,2020-02-17 00:00:00
13,Pokémon Gold / Silver Version,,GB,Nintendo,Game Freak,,9.2,,23100000.0,,,,,,2000-10-14 00:00:00,N/A
14,Tales of,,Series,Namco,Bandai Namco Studios|Namco Tales Studio|Wolf Team,,,,20000000.0,,,,,,1998-09-30 00:00:00,2020-02-06 00:00:00
15,Pokémon Diamond / Pearl Version,,DS,Nintendo,Game Freak,,8.6,,17670000.0,,,,,,2007-04-28 00:00:00,N/A
16,Pokémon Sword / Shield,,NS,Nintendo,Game Freak,7.0,,,17370000.0,,,,,,2019-11-15 00:00:00,2019-11-21 00:00:00
17,Mass Effect,,Series,Microsoft Game Studios,BioWare|IronMonkey Studios,,,,17000000.0,,,,,,2007-11-20 00:00:00,2020-02-24 00:00:00
18,Pokémon X/Y,,3DS,Nintendo,Game Freak,,8.9,9.7,16450000.0,,,,,,2013-10-12 00:00:00,2018-01-06 00:00:00
19,Pokémon Ruby / Sapphire Version,,GBA,Nintendo,Game Freak,,8.8,,16219999.999999998,,,,,,2003-03-17 00:00:00,N/A
20,Pokémon Sun/Moon,,3DS,Nintendo,Game Freak,,9.0,,16180000.0,,,,,,2016-11-18 00:00:00,2018-08-03 00:00:00
21,Super Robot Wars,,Series,Bandai,Banpresto|B.B. Studio|Winkysoft|Bandai Namco Entertainment,,,,16000000.0,,,,,,1991-04-20 00:00:00,2020-02-19 00:00:00
22,Pokémon Black / White Version,,DS,Nintendo,Game Freak,,8.6,9.0,15640000.0,,,,,,2011-03-06 00:00:00,N/A
23,Pokemon Mystery Dungeon,,Series,Nintendo,Chunsoft|Spike Chunsoft,,,,15220000.0,,,,,,2006-09-18 00:00:00,2020-03-03 00:00:00
24,Pokémon Yellow: Special Pikachu Edition,,GB,Nintendo,Game Freak,,8.7,,14640000.0,,,,,,1999-10-19 00:00:00,N/A
25,Pokémon Omega Ruby/Pokémon Alpha Sapphire,,3DS,Nintendo,Game Freak,,,,14270000.0,,,,,,2014-11-21 00:00:00,2018-08-03 00:00:00
26,Yo-kai Watch,,Series,Nintendo,Level 5,,,,14000000.0,,,,,,2015-11-06 00:00:00,2020-02-16 00:00:00
27,Pokémon Heart Gold / Soul Silver Version,,DS,Nintendo,Game Freak,8.5,8.6,,12720000.0,,,,,,2010-03-14 00:00:00,N/A
28,The Witcher 3: Wild Hunt,,PC,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,,,,12400000.0,,,,,,2015-05-19 00:00:00,2018-05-04 00:00:00
29,Mario & Luigi,,Series,Nintendo,AlphaDream|Good-Feel|Nintendo|Arzest,,,,12120000.0,,,,,,2003-11-17 00:00:00,2020-02-21 00:00:00
30,Diablo III,,PC,Blizzard Entertainment,Blizzard Entertainment,8.4,9.0,,12000000.0,,,,,,2012-05-15 00:00:00,2018-01-03 00:00:00
31,Pokémon FireRed / LeafGreen Version,,GBA,Nintendo,Game Freak,,8.3,,12000000.0,,,,,,2004-09-07 00:00:00,N/A
32,"Pokémon: Let's Go, Pikachu/Eevee",,NS,Nintendo,Game Freak,,,,11970000.0,,,,,,2018-11-16 00:00:00,2019-01-31 00:00:00
33,The Witcher 3: Wild Hunt,,PS4,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,,,,10800000.0,,,,,,2015-05-19 00:00:00,2018-05-04 00:00:00
34,Persona,,Series,Atlus,Atlus,,,,10700000.0,,,,,,1996-11-01 00:00:00,2020-02-03 00:00:00
35,Paper Mario,,Series,Nintendo,Intelligent Systems|Nintendo|Vanpool,,,,9970000.0,,,,,,2001-02-05 00:00:00,2020-02-21 00:00:00
36,Final Fantasy VII,,PS,Sony Computer Entertainment,SquareSoft,,9.6,9.5,9900000.0,,,,,,1997-09-03 00:00:00,2019-03-23 00:00:00
37,SaGa,,Series,Sunsoft,Square|Square Enix,,,,9900000.0,,,,,,1990-09-30 00:00:00,2020-02-29 00:00:00
38,The Elder Scrolls V: Skyrim,,X360,Bethesda Softworks,Bethesda Game Studios,,9.3,,,8880000.0,5100000.0,2830000.0,100000.0,850000.0,2011-11-11 00:00:00,2018-04-01 00:00:00
39,Pokémon: Ultra Sun and Ultra Moon,,3DS,Nintendo,Game Freak,,8.1,,8770000.0,,,,,,2017-11-17 00:00:00,2018-08-03 00:00:00
40,Final Fantasy VIII,,PS,Square EA,SquareSoft,,9.4,,8600000.0,,,,,,1999-09-07 00:00:00,N/A
41,Final Fantasy X,,PS2,Square,SquareSoft,,9.0,10.0,8600000.0,,,,,,2001-12-17 00:00:00,N/A
42,Pokémon Black 2 and White 2,,DS,Nintendo,Game Freak,,8.0,8.3,8520000.0,,,,,,2012-10-07 00:00:00,2018-02-25 00:00:00
43,Fallout 4,,PS4,Bethesda Softworks,Bethesda Game Studios,,8.6,,,8480000.0,2910000.0,3970000.0,270000.0,1340000.0,2015-11-10 00:00:00,2018-03-24 00:00:00
44,Inazuma Eleven,,Series,Level 5,Level 5,,,,8000000.0,,,,,,2008-08-22 00:00:00,2020-02-17 00:00:00
45,Pokémon Platinum Version,,DS,Nintendo,Game Freak,,8.3,8.9,7600000.0,,,,,,2009-03-22 00:00:00,N/A
46,Baldur's Gate,,Series,Interplay Entertainment Corp.,BioWare,,,,7470000.0,,,,,,2000-07-31 00:00:00,2020-02-13 00:00:00
47,Yokai Watch 2: Bony Spirits / Fleshy Souls / Psychic Specters,,3DS,Nintendo,Level 5,,,,7290000.0,,,,,,2016-09-30 00:00:00,2019-01-26 00:00:00
48,Megami Tensei,,Series,Atlus,Atlus|Arc System Works|CAVE|Lancarse|Multimedia Intelligence Transfer|Nex Entertainment|Sega,,,,7200000.0,,,,,,2004-10-12 00:00:00,2020-02-07 00:00:00
49,Pokémon Emerald Version,,GBA,Nintendo,Game Freak,,7.7,,7060000.0,,,,,,2005-04-30 00:00:00,N/A
50,Guild Wars 2,,PC,NCSoft,ArenaNet,,,,7000000.0,,,,,,2012-08-28 00:00:00,N/A
51,Star Wars: Knights of the Old Republic,,Series,LucasArts,BioWare|Obsidian Entertainment,,,,6700000.0,,,,,,2003-07-15 00:00:00,2020-03-01 00:00:00
52,Fallout 4,,PC,Bethesda Softworks,Bethesda Game Studios,,9.0,,6600000.0,,,,,,2015-11-10 00:00:00,2018-03-24 00:00:00
53,Guild Wars,,PC,NCSoft,ArenaNet,,8.7,,6500000.0,,,,,,2005-04-26 00:00:00,N/A
54,The Elder Scrolls V: Skyrim,,PS3,Bethesda Softworks,Bethesda Game Studios,,9.0,,,6490000.0,2570000.0,2680000.0,250000.0,990000.0,2011-11-11 00:00:00,2018-04-01 00:00:00
55,Final Fantasy XII,,PS2,Square Enix,Square Enix,,9.4,9.5,6400000.0,,,,,,2006-10-31 00:00:00,N/A
56,Pokémon Crystal Version,,GBC,Nintendo,Game Freak,,8.7,,6390000.0,,,,,,2001-07-29 00:00:00,2018-01-06 00:00:00
57,Kingdom Hearts,,PS2,Square EA,SquareSoft,,8.5,,6300000.0,,,,,,2002-09-16 00:00:00,N/A
58,Mana,,Series,Square,Square|Square Enix|Brownie Brown,,,,6000000.0,,,,,,1991-11-01 00:00:00,2020-02-13 00:00:00
59,Deus Ex,,Series,Eidos Interactive,Ion Storm|Eidos Montreal|N-Fusion Interactive|Square Enix Montreal|Feral Interactive,,,,5920000.0,,,,,,2000-06-17 00:00:00,2020-02-28 00:00:00
60,Dragon Quest IX: Sentinels of the Starry Skies,,DS,Nintendo,Level 5,,8.6,,5500000.0,,,,,,2010-07-11 00:00:00,N/A
61,Final Fantasy IX,,PS,Square,SquareSoft,,9.2,,5500000.0,,,,,,2000-11-13 00:00:00,N/A
62,Final Fantasy X-2,,PS2,Square Enix,Square Enix,,8.3,,5500000.0,,,,,,2003-11-18 00:00:00,N/A
63,Chrono,,Series,Square,Square|Square Enix,,,,5400000.0,,,,,,1995-08-11 00:00:00,2020-02-12 00:00:00
64,Final Fantasy XIII,,PS3,Square Enix,Square Enix,9.0,8.0,9.2,,5350000.0,1750000.0,1230000.0,1870000.0,510000.0,2010-03-09 00:00:00,N/A
65,Xeno,,Series,Square,Square|Monolith Soft,,,,5350000.0,,,,,,1998-10-20 00:00:00,2020-03-14 00:00:00
66,Fallout: New Vegas,,PC,Bethesda Softworks,Obsidian Entertainment,,8.3,,5220000.0,,,,,,2010-10-19 00:00:00,N/A
67,Kingdom Hearts II,,PS2,Square Enix,Square Enix,,8.3,,5200000.0,,,,,,2006-03-28 00:00:00,N/A
68,Fable III,,X360,Microsoft Game Studios,Lionhead Studios,,7.8,,,5100000.0,3590000.0,1090000.0,50000.0,370000.0,2010-10-26 00:00:00,N/A
69,Final Fantasy XV,,PS4,Square Enix,Square Enix,,8.1,9.5,,5070000.0,1810000.0,1530000.0,1050000.0,680000.0,2016-11-29 00:00:00,2018-05-04 00:00:00
70,Fallout 4,,XOne,Bethesda Softworks,Bethesda Game Studios,,8.4,,,5030000.0,2940000.0,1620000.0,20000.0,450000.0,2015-11-10 00:00:00,2018-03-24 00:00:00
71,Dragon's Dogma,,Series,Capcom,Capcom,,,,5000000.0,,,,,,2012-05-22 00:00:00,2020-02-04 00:00:00
72,Torchlight,,Series,Unknown,Runic Games,,,,5000000.0,,,,,,N/A,2020-03-20 00:00:00
73,Fallout 3,,X360,Bethesda Softworks,Bethesda Game Studios,8.2,9.0,8.6,,4960000.0,3410000.0,990000.0,90000.0,460000.0,2008-10-28 00:00:00,N/A
74,Dragon Quest VIII: Journey of the Cursed King,,PS2,Square Enix,Level 5 / Armor Project,,8.6,,4900000.0,,,,,,2005-11-15 00:00:00,N/A
75,Monster Hunter Freedom 3,,PSP,Capcom,Capcom,,,,4900000.0,,,,,,2010-12-01 00:00:00,2019-01-08 00:00:00
76,Pokémon Mystery Dungeon: Explorers of Time / Darkness,,DS,Nintendo,ChunSoft,,6.4,,4880000.0,,,,,,2008-04-20 00:00:00,N/A
77,"Pokémon: Let's Go, Pikachu!",,NS,Nintendo,Game Freak,8.0,8.3,,,4570000.0,2160000.0,1240000.0,820000.0,340000.0,2018-11-16 00:00:00,2018-11-14 00:00:00
78,Mario & Luigi: Bowser's Inside Story,,DS,Nintendo,AlphaDream Corporation,9.1,9.1,,4560000.0,,,,,,2009-09-14 00:00:00,N/A
79,The Legend of Heroes: Trails,,Series,Xseed Games,Falcom,,,,4500000.0,,,,,,2011-03-29 00:00:00,2020-02-06 00:00:00
80,The Elder Scrolls IV: Oblivion,,X360,Take-Two Interactive,Bethesda Softworks,8.8,9.2,,,4470000.0,2890000.0,1030000.0,130000.0,410000.0,2009-07-07 00:00:00,N/A
81,Dragon Quest VII,,PS,Enix,Heart Beat,,8.0,3.0,4300000.0,,,,,,2001-11-01 00:00:00,2018-03-27 00:00:00
82,The Witcher 3: Wild Hunt,,XOne,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,,,,4300000.0,,,,,,2015-05-19 00:00:00,2018-03-24 00:00:00
83,God Eater,,Series,D3 Publisher,Shift,,,,4230000.0,,,,,,2011-03-15 00:00:00,2020-03-12 00:00:00
84,Monster Hunter 4 Ultimate,,3DS,Capcom,Capcom,,8.8,,4200000.0,,,,,,2015-02-13 00:00:00,2018-03-28 00:00:00
85,Monster Hunter 4,,3DS,Capcom,Capcom,,,,4099999.9999999995,,,,,,2013-09-14 00:00:00,2019-01-07 00:00:00
86,Fallout: New Vegas,,X360,Bethesda Softworks,Obsidian Entertainment,7.7,8.2,,,4080000.0,2670000.0,1030000.0,40000.0,340000.0,2010-10-19 00:00:00,N/A
87,Diablo II,,PC,Blizzard Entertainment,Blizzard North,,8.8,,4000000.0,,,,,,2000-06-29 00:00:00,N/A
88,Nioh,,Series,Koei Tecmo,Team Ninja,,,,4000000.0,,,,,,2017-02-07 00:00:00,2020-02-08 00:00:00
89,Sakura Wars,,Series,Sega,Red Entertainment|Sega,,,,4000000.0,,,,,,2010-03-30 00:00:00,2020-02-08 00:00:00
90,Fallout 3,,PS3,Bethesda Softworks,Bethesda Game Studios,8.2,8.8,,,4000000.0,2180000.0,1150000.0,70000.0,610000.0,2008-10-28 00:00:00,N/A
91,The Elder Scrolls V: Skyrim,,PC,Bethesda Softworks,Bethesda Game Studios,,9.2,,,3990000.0,1180000.0,2250000.0,,560000.0,2011-11-11 00:00:00,2018-04-01 00:00:00
92,Divinity,,Series,CDV Software Entertainment,Larian Studios,,,,3980000.0,,,,,,2002-09-22 00:00:00,2020-03-15 00:00:00
93,Dragon Quest III,,NES,Enix,ChunSoft,,,8.0,3900000.0,,,,,,1992-03-01 00:00:00,2018-03-27 00:00:00
94,Monster Hunter Freedom Unite,,PSP,Capcom,Capcom Production Studio 1,,7.7,9.7,3800000.0,,,,,,2009-06-23 00:00:00,N/A
95,Undertale,,PC,Toby Fox,Toby Fox,,,,3580000.0,,,,,,2015-09-15 00:00:00,2018-01-07 00:00:00
96,Fable II,,X360,Microsoft Game Studios,Lionhead Studios,8.5,9.0,9.3,3500000.0,,,,,,2008-10-21 00:00:00,N/A
97,Final Fantasy VII Remake,,PS4,Square Enix,Square Enix,9.0,,,3500000.0,,,,,,2020-04-10 00:00:00,2019-12-10 00:00:00
98,Pokémon Mystery Dungeon: Blue Rescue Team,,DS,Nintendo,ChunSoft,,6.3,,3490000.0,,,,,,2006-09-18 00:00:00,N/A
99,The Elder Scrolls V: Skyrim Special Edition,,PS4,Bethesda Softworks,Bethesda Softworks,,8.3,,,3360000.0,1240000.0,1500000.0,80000.0,540000.0,2016-10-28 00:00:00,2018-04-01 00:00:00
100,Dark Souls III,,PC,Namco Bandai Games,From Software,,,,3290000.0,,,,,,2016-04-11 00:00:00,2018-11-02 00:00:00
101,Dark Souls: Prepare to Die Edition,,PC,Namco Bandai Games,From Software,,,,3290000.0,,,,,,2012-08-24 00:00:00,2019-02-01 00:00:00
102,Breath of Fire,,Series,Capcom,Capcom,,,,3200000.0,,,,,,1994-08-10 00:00:00,2020-02-03 00:00:00
103,Dragon Quest IV,,NES,Enix,ChunSoft,,,,3200000.0,,,,,,1992-10-01 00:00:00,2018-03-27 00:00:00
104,Dragon Quest VI: Maboroshi no Daichi,,SNES,Enix,Heart Beat,,,,3200000.0,,,,,,1995-12-09 00:00:00,N/A
105,Front Mission,,Series,Square,G-Craft|Square|Square Enix|Omiya Soft|Winds|h.a.n.d.|Double Helix Games|Ilinx,,,,3180000.0,,,,,,2000-02-29 00:00:00,2020-02-29 00:00:00
106,Fallout: New Vegas,,PS3,Bethesda Softworks,Obsidian Entertainment,,8.2,,,3170000.0,1540000.0,1040000.0,100000.0,490000.0,2010-10-19 00:00:00,N/A
107,The Elder Scrolls IV: Oblivion,,PS3,Bethesda Softworks,4J Studios,8.8,9.3,,,3120000.0,1690000.0,860000.0,140000.0,440000.0,2007-03-20 00:00:00,N/A
108,Parasite Eve,,Series,Square,Square|Square Enix,,,,3100000.0,,,,,,1998-09-09 00:00:00,2020-02-29 00:00:00
109,Mass Effect 2,,X360,Electronic Arts,BioWare Edmonton,9.5,9.5,8.9,,3100000.0,1990000.0,810000.0,30000.0,270000.0,2010-01-26 00:00:00,N/A
110,Mass Effect 3,,X360,Electronic Arts,BioWare,,,,,3040000.0,1940000.0,840000.0,30000.0,240000.0,2012-03-06 00:00:00,N/A
111,Fable,,XB,Microsoft Game Studios,Big Blue Box,,8.6,,3000000.0,,,,,,2004-09-14 00:00:00,2018-09-25 00:00:00
112,Torchlight II,,PC,Runic Games,Runic Games,,,,3000000.0,,,,,,2012-09-20 00:00:00,N/A
113,Yokai Watch,,3DS,Nintendo,Level 5,,7.7,,2970000.0,,,,,,2015-11-06 00:00:00,2018-01-05 00:00:00
114,Yokai Watch 2: Psychic Specters,,3DS,Nintendo,Level 5,,,,,2950000.0,120000.0,120000.0,2690000.0,20000.0,2017-09-29 00:00:00,2018-09-09 00:00:00
115,Fire Emblem Fates,,3DS,Nintendo,Intelligent Systems,,,,2940000.0,,,,,,2016-02-19 00:00:00,2017-12-31 00:00:00
116,Pokémon Ranger,,DS,Nintendo,HAL Laboratory,,6.6,,2930000.0,,,,,,2006-10-30 00:00:00,N/A
117,Mass Effect,,X360,Microsoft Game Studios,BioWare Edmonton,8.5,9.2,9.1,,2910000.0,1830000.0,790000.0,30000.0,270000.0,2007-11-20 00:00:00,N/A
118,Final Fantasy III,,SNES,Square,SquareSoft,,9.1,,2900000.0,,,,,,1994-10-20 00:00:00,N/A
119,Fire Emblem: Three Houses,,NS,Nintendo,Intelligent Systems,8.0,,10.0,2870000.0,,,,,,2019-07-26 00:00:00,2019-06-11 00:00:00
120,The Elder Scrolls III: Morrowind,,XB,Bethesda Softworks,Bethesda Softworks,,8.2,,,2860000.0,2089999.9999999998,630000.0,30000.0,110000.0,2002-06-06 00:00:00,N/A
121,Diablo III: Ultimate Evil Edition,,PS4,Blizzard Entertainment,Blizzard Entertainment,,,,,2820000.0,830000.0,1480000.0,80000.0,440000.0,2014-08-19 00:00:00,2019-03-25 00:00:00
122,Dragon Quest V: Tenkuu no Hanayome,,SNES,Enix,ChunSoft,,,,2800000.0,,,,,,1992-09-27 00:00:00,N/A
123,Ni no Kuni,,Series,Namco Bandai Games,Level 5,,,,2800000.0,,,,,,2013-01-22 00:00:00,2020-02-06 00:00:00
124,"Pokémon: Let's Go, Eevee!",,NS,Nintendo,Game Freak,,8.3,,,2730000.0,1220000.0,800000.0,510000.0,200000.0,2018-11-16 00:00:00,2018-11-14 00:00:00
125,Final Fantasy XIII-2,,PS3,Square Enix,Square Enix,,,,,2660000.0,780000.0,750000.0,890000.0,230000.0,2012-01-31 00:00:00,N/A
126,Mario & Luigi: Dream Team,,3DS,Nintendo,AlphaDream Corporation,,8.0,,2630000.0,,,,,,2013-08-11 00:00:00,2018-08-28 00:00:00
127,Monster Hunter 3G,,3DS,Capcom,Capcom,,7.6,,2600000.0,,,,,,2013-03-19 00:00:00,2018-01-05 00:00:00
128,Bastion,,PC,Warner Bros. Interactive Entertainment,Supergiant Games,,8.5,,2580000.0,,,,,,2011-08-16 00:00:00,N/A
129,Dragon Age: Origins,,X360,Electronic Arts,BioWare Edmonton,8.3,8.5,,,2560000.0,1760000.0,550000.0,30000.0,220000.0,2009-11-03 00:00:00,N/A
130,Marvel: Ultimate Alliance,,X360,Activision,Raven Software,,8.3,,,2500000.0,2290000.0,20000.0,,190000.0,2006-10-24 00:00:00,N/A
131,Crisis Core: Final Fantasy VII,,PSP,Square Enix,Square Enix,8.5,8.1,9.0,2500000.0,,,,,,2008-03-25 00:00:00,N/A
132,Diablo,,PC,Blizzard Entertainment,Blizzard Entertainment,,8.7,,2500000.0,,,,,,1996-11-30 00:00:00,N/A
133,Dragon Quest II,,NES,Enix,ChunSoft,,,,2500000.0,,,,,,1990-09-01 00:00:00,2018-05-06 00:00:00
134,Final Fantasy Tactics,,PS,Sony Computer Entertainment,SquareSoft,,8.8,,2500000.0,,,,,,1998-01-28 00:00:00,N/A
135,The Outer Worlds,,Series,Private Division,Obsidian Entertainment,,,,2500000.0,,,,,,2019-10-25 00:00:00,2020-02-06 00:00:00
136,Dungeon Defenders,,PC,Trendy Entertainment,Trendy Entertainment,,8.3,,2480000.0,,,,,,2011-10-19 00:00:00,N/A
137,Paper Mario: Sticker Star,,3DS,Nintendo,Intelligent Systems,,,,2460000.0,,,,,,2012-11-11 00:00:00,2018-01-05 00:00:00
138,Dark Souls III,,PS4,Namco Bandai Games,From Software,,,,2450000.0,,,,,,2016-04-12 00:00:00,2018-04-23 00:00:00
139,Pokémon Colosseum,,GC,Nintendo,Genius Sonority Inc.,,7.0,,2410000.0,,,,,,2004-03-22 00:00:00,N/A
140,Final Fantasy V,,SNES,Square,SquareSoft,,7.5,,2400000.0,,,,,,1992-12-06 00:00:00,N/A
141,Monster Hunter Freedom 2,,PSP,Capcom,Capcom,,7.6,,2400000.0,,,,,,2007-08-29 00:00:00,N/A
142,Pokémon Mystery Dungeon: Red Rescue Team,,GBA,Nintendo,ChunSoft,,,,2360000.0,,,,,,2006-09-18 00:00:00,N/A
143,Dragon Quest Monsters,,GB,Eidos Interactive,TOSE,,,,2350000.0,,,,,,1999-12-31 00:00:00,2018-03-27 00:00:00
144,Pokémon Ranger: Shadows of Almia,,DS,Nintendo,HAL Laboratory,,6.7,,2350000.0,,,,,,2008-11-10 00:00:00,N/A
145,Dragon Age: Inquisition,,PS4,Electronic Arts,BioWare Edmonton,,,,,2340000.0,1070000.0,800000.0,80000.0,380000.0,2014-11-18 00:00:00,2019-01-05 00:00:00
146,Yokai Watch Blasters: Red Cat Corps / White Dog Squad,,3DS,Nintendo,Level 5,,,,2320000.0,,,,,,2018-09-07 00:00:00,2018-09-09 00:00:00
147,Chrono Trigger,,SNES,Square,SquareSoft,,8.8,,2300000.0,,,,,,1995-09-27 00:00:00,N/A
148,Final Fantasy III,,DS,Square Enix,Matrix Software,,7.4,,2300000.0,,,,,,2006-11-14 00:00:00,N/A
149,Fire Emblem: Awakening,,3DS,Nintendo,Intelligent Systems,,9.0,,2280000.0,,,,,,2013-02-04 00:00:00,2018-01-01 00:00:00
150,Darkest Dungeon,,PC,Red Hook Studios,Red Hook Studios,,,,2210000.0,,,,,,2016-01-19 00:00:00,2018-01-31 00:00:00
151,Baldur's Gate,,PC,Interplay,BioWare,,9.2,,2200000.0,,,,,,1998-11-30 00:00:00,N/A
152,NieR: Automata,,PS4,Square Enix,PlatinumGames,,,,2200000.0,,,,,,2017-03-07 00:00:00,2018-01-01 00:00:00
153,Valkyrie Profile,,Series,Enix,tri-Ace,,,,2200000.0,,,,,,2000-08-29 00:00:00,2020-02-29 00:00:00
154,Final Fantasy XIII,,X360,Square Enix,Square Enix,9.0,8.1,,,2190000.0,1300000.0,670000.0,10000.0,210000.0,2010-03-09 00:00:00,N/A
155,Star Wars: Knights of the Old Republic,,XB,LucasArts,BioWare Corp.,,9.4,10.0,,2190000.0,1680000.0,440000.0,,80000.0,2003-07-17 00:00:00,N/A
156,Yokai Watch 3: Sushi / Tempura / Sukiyaki,,3DS,Level 5,Level 5,,,,2190000.0,,,,,,2016-07-16 00:00:00,2019-01-26 00:00:00
157,Yu-Gi-Oh: Duel Monsters 4,,GB,Konami,Konami,,,,,2180000.0,,,2170000.0,10000.0,2000-12-07 00:00:00,N/A
158,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,,DS,Level 5,Level 5,,,,2150000.0,,,,,,2010-07-01 00:00:00,2019-01-26 00:00:00
159,Mario & Luigi: Superstar Saga,,GBA,Nintendo,AlphaDream Corporation,,8.8,,2150000.0,,,,,,2003-11-17 00:00:00,N/A
160,Super Mario RPG: Legend of the Seven Stars,,SNES,Nintendo,SquareSoft,,,,2140000.0,,,,,,1996-05-13 00:00:00,N/A
161,Bravely,,Series,Nintendo,Silicon Studio,,,,2100000.0,,,,,,2014-02-07 00:00:00,2020-02-29 00:00:00
162,Dark Souls,,PS3,Namco Bandai,From Software,,9.0,,,2049999.9999999998,750000.0,530000.0,540000.0,220000.0,2011-10-04 00:00:00,N/A
163,Dragon Quest XI: Echoes of an Elusive Age,,PS4,Square Enix,Square Enix,,9.5,,,2040000.0,290000.0,220000.0,1430000.0,100000.0,2018-09-04 00:00:00,2018-09-11 00:00:00
164,Baldur's Gate II: Shadows of Amn,,PC,Interplay,BioWare,,9.5,,2000000.0,,,,,,2000-09-24 00:00:00,N/A
165,Bloodborne,,PS4,Sony Computer Entertainment,From Software,,8.2,,2000000.0,,,,,,2015-03-24 00:00:00,2018-04-10 00:00:00
166,Diablo II: Lord of Destruction,,PC,Blizzard Entertainment,Blizzard North,,,,2000000.0,,,,,,2001-06-27 00:00:00,N/A
167,Dragon Quest Monsters: Joker 2,,DS,Nintendo,TOSE Software,,8.1,,2000000.0,,,,,,2011-09-19 00:00:00,N/A
168,Dragon Warrior,,NES,Nintendo,ChunSoft,,,,2000000.0,,,,,,1989-08-01 00:00:00,2018-05-07 00:00:00
169,Star Wars: The Old Republic,,PC,Electronic Arts,BioWare / LucasArts,,8.4,,2000000.0,,,,,,2011-12-20 00:00:00,N/A
170,Inazuma Eleven 2: Blizzard / Firestorm,,DS,Level 5,Level 5,,,,1960000.0,,,,,,2009-10-09 00:00:00,2018-08-31 00:00:00
171,Pokémon Battle Revolution,,Wii,Nintendo,Genius Sonority Inc.,,5.2,,1950000.0,,,,,,2007-06-25 00:00:00,N/A
172,X-Men Legends,,PS2,Activision,Raven Software,,8.6,,,1930000.0,1000000.0,720000.0,,210000.0,2004-09-21 00:00:00,N/A
173,Paper Mario: The Thousand-Year Door,,GC,Nintendo,Intelligent Systems,,9.0,,1910000.0,,,,,,2004-10-11 00:00:00,N/A
174,Dragon Quest Monsters: Joker,,DS,Square Enix,TOSE Software,,7.6,,1900000.0,,,,,,2007-11-06 00:00:00,N/A
175,Monster Hunter Tri,,Wii,Capcom,Capcom Production Studio 1,9.1,8.1,10.0,1900000.0,,,,,,2010-04-20 00:00:00,N/A
176,Parasite Eve,,PS,Square EA,SquareSoft,,7.9,,1900000.0,,,,,,1998-09-09 00:00:00,N/A
177,Yu-Gi-Oh! Forbidden Memories,,PS,Konami,KCEJ,,7.0,,,1880000.0,1370000.0,440000.0,,80000.0,2002-03-20 00:00:00,N/A
178,The Legend of Dragoon,,PS,Sony Computer Entertainment,SCEI,,7.8,6.5,,1860000.0,940000.0,440000.0,390000.0,100000.0,2000-06-11 00:00:00,N/A
